participant_id,window_start_io,io_cat,disagreement_pattern,disagreement_intensity,dominant_tension,puzzle_id,window_start_round,window_start_expert,expert_state,expert_action,expert_cat,window_start,facilitator_prompt_type,facilitator_cat
5,1820.0054834,probe,uncertain_checking,0.422,uncertain_checking,Hub Puzzle: Cooking Pot,1820.0,1820.0,Victory,NONE,watch,1820.0,none,watch
5,1825.0028685,probe,acting_while_looking_away,0.529,acting_while_looking_away,Hub Puzzle: Cooking Pot,1825.0,1825.0,Victory,NONE,watch,1825.0,none,watch
5,1830.0009007,probe,acting_while_looking_away,0.714,acting_while_looking_away,Hub Puzzle: Cooking Pot,1830.0,1830.0,Victory,NONE,watch,1830.0,none,watch
5,1835.0013125,probe,acting_while_looking_away,0.806,acting_while_looking_away,Hub Puzzle: Cooking Pot,1835.0,1835.0,Victory,NONE,watch,1835.0,none,watch
5,1840.0000324,intervene,acting_while_looking_away,0.669,acting_while_looking_away,Hub Puzzle: Cooking Pot,1840.0,1840.0,Victory,NONE,watch,1840.0,none,watch
5,1845.0080507,intervene,acting_while_looking_away,0.772,acting_while_looking_away,Hub Puzzle: Cooking Pot,1845.0,1845.0,Victory,NONE,watch,1845.0,none,watch
5,1850.0088188,watch,acting_while_looking_away,0.745,acting_while_looking_away,Transition,1850.0,1850.0,Victory,NONE,watch,1850.0,none,watch
5,1855.0069465,watch,acting_while_looking_away,0.608,acting_while_looking_away,Transition,1855.0,1855.0,Victory,NONE,watch,1855.0,none,watch
6,0.1176788,watch,acting_without_looking,0.615,acting_without_looking,Transition,0.0,0.0,TriggerCheck,NONE,watch,0.0,none,watch
6,5.0032076,watch,purposeful_scanning,0.307,purposeful_scanning,Transition,5.0,5.0,TriggerCheck,NONE,watch,5.0,none,watch
6,10.0139479,watch,purposeful_scanning,0.492,purposeful_scanning,Transition,10.0,10.0,TriggerCheck,NONE,watch,10.0,none,watch
6,15.0073842,watch,purposeful_scanning,0.319,purposeful_scanning,Transition,15.0,15.0,TriggerCheck,NONE,watch,15.0,none,watch
6,20.0061023,watch,scanning_but_passive,0.42,scanning_but_passive,Transition,20.0,20.0,TriggerCheck,NONE,watch,20.0,none,watch
6,25.0033132,watch,acting_while_looking_away,0.759,acting_while_looking_away,Transition,25.0,25.0,TriggerCheck,PROMPT,probe,25.0,none,watch
6,30.0015034,watch,uncertain_checking,0.569,uncertain_checking,Transition,30.0,30.0,TriggerCheck,NONE,watch,30.0,none,watch
6,35.0102235,watch,scanning_but_passive,0.489,scanning_but_passive,Transition,35.0,35.0,TriggerCheck,NONE,watch,35.0,none,watch
6,40.0090337,watch,purposeful_scanning,0.402,purposeful_scanning,Transition,40.0,40.0,TriggerCheck,NONE,watch,40.0,none,watch
6,45.0037598,watch,scanning_but_passive,0.473,scanning_but_passive,Transition,45.0,45.0,TriggerCheck,NONE,watch,45.0,none,watch
6,50.0013967,watch,none,1.0,none,Transition,50.0,50.0,TriggerCheck,NONE,watch,50.0,none,watch
6,55.0136783,watch,purposeful_scanning,0.444,purposeful_scanning,Transition,55.0,55.0,TriggerCheck,PROMPT,probe,55.0,none,watch
6,60.0097136,watch,disengaged,0.508,disengaged,Transition,60.0,60.0,TriggerCheck,NONE,watch,60.0,reflective,probe
6,65.0060347,watch,none,1.0,none,Transition,65.0,65.0,TriggerCheck,NONE,watch,65.0,reflective,probe
6,70.0052715,watch,uncertain_checking,0.628,uncertain_checking,Transition,70.0,70.0,TriggerCheck,NONE,watch,70.0,reflective,probe
6,75.0016303,watch,purposeful_scanning,0.43,purposeful_scanning,Transition,75.0,75.0,TriggerCheck,NONE,watch,75.0,reflective,probe
6,80.0005732,watch,uncertain_checking,0.583,uncertain_checking,Transition,80.0,80.0,TriggerCheck,NONE,watch,80.0,reflective,probe
6,85.0106463,watch,none,1.0,none,Transition,85.0,85.0,TriggerCheck,PROMPT,probe,85.0,reflective,probe
6,90.0079928,watch,none,1.0,none,Transition,90.0,90.0,TriggerCheck,NONE,watch,90.0,reflective,probe
6,95.0050027,watch,locked_on_environment,0.532,locked_on_environment,Transition,95.0,95.0,TriggerCheck,NONE,watch,95.0,reflective,probe
6,100.0039098,watch,none,1.0,none,Transition,100.0,100.0,TriggerCheck,NONE,watch,100.0,reflective,probe
6,105.0009518,watch,none,1.0,none,Transition,105.0,105.0,TriggerCheck,NONE,watch,105.0,none,watch
6,110.0108868,watch,none,1.0,none,Transition,110.0,110.0,TriggerCheck,NONE,watch,110.0,none,watch
6,115.0077843,watch,none,1.0,none,Transition,115.0,115.0,TriggerCheck,PROMPT,probe,115.0,none,watch
6,120.0051384,watch,uncertain_checking,0.589,uncertain_checking,Transition,120.0,120.0,TriggerCheck,NONE,watch,120.0,none,watch
6,125.0010523,watch,none,1.0,none,Transition,125.0,125.0,TriggerCheck,NONE,watch,125.0,none,watch
6,130.0120938,intervene,uncertain_checking,0.415,uncertain_checking,Transition,130.0,130.0,TriggerCheck,NONE,watch,130.0,none,watch
6,135.0100564,watch,uncertain_checking,0.589,uncertain_checking,Transition,135.0,135.0,TriggerCheck,NONE,watch,135.0,none,watch
6,140.0064893,watch,watching_task_but_idle,0.72,watching_task_but_idle,Transition,140.0,140.0,TriggerCheck,NONE,watch,140.0,none,watch
6,145.0039011,watch,focused_but_idle,0.579,focused_but_idle,Transition,145.0,145.0,TriggerCheck,PROMPT,probe,145.0,none,watch
6,150.0023007,watch,watching_task_but_idle,0.56,watching_task_but_idle,Transition,150.0,150.0,TriggerCheck,NONE,watch,150.0,none,watch
6,155.013402,probe,uncertain_checking,0.379,uncertain_checking,Transition,155.0,155.0,TriggerCheck,NONE,watch,155.0,none,watch
6,160.0090154,probe,focused_but_idle,0.611,focused_but_idle,Transition,160.0,160.0,TriggerCheck,NONE,watch,160.0,none,watch
6,165.0058869,watch,focused_but_idle,0.605,focused_but_idle,Transition,165.0,165.0,TriggerCheck,NONE,watch,165.0,none,watch
6,170.0041113,intervene,scanning_but_passive,0.606,scanning_but_passive,Transition,170.0,170.0,TriggerCheck,NONE,watch,170.0,none,watch
6,175.0023131,probe,scanning_but_passive,0.618,scanning_but_passive,Transition,175.0,175.0,TriggerCheck,PROMPT,probe,175.0,none,watch
6,180.0118656,watch,lost_and_passive,0.348,lost_and_passive,Transition,180.0,180.0,TriggerCheck,NONE,watch,180.0,none,watch
6,185.0095495,watch,lost_and_passive,0.223,lost_and_passive,Transition,185.0,185.0,TriggerCheck,NONE,watch,185.0,none,watch
6,190.0059486,watch,frozen,0.807,frozen,Transition,190.0,190.0,TriggerCheck,NONE,watch,190.0,none,watch
6,195.0034549,watch,lost_and_passive,0.321,lost_and_passive,Transition,195.0,195.0,TriggerCheck,NONE,watch,195.0,none,watch
6,200.0039889,intervene,lost_and_passive,0.221,lost_and_passive,Hub Puzzle: Cooking Pot,200.0,200.0,TriggerCheck,NONE,watch,200.0,none,watch
6,205.0003222,probe,focused_but_idle,0.459,focused_but_idle,Hub Puzzle: Cooking Pot,205.0,205.0,TriggerCheck,NONE,watch,205.0,none,watch
6,210.0097064,probe,acting_without_looking,0.561,acting_without_looking,Hub Puzzle: Cooking Pot,210.0,210.0,TriggerCheck,NONE,watch,210.0,none,watch
6,215.0048837,probe,acting_without_looking,0.573,acting_without_looking,Hub Puzzle: Cooking Pot,215.0,215.0,TriggerCheck,NONE,watch,215.0,none,watch
6,220.0045122,watch,acting_while_looking_away,0.556,acting_while_looking_away,Hub Puzzle: Cooking Pot,220.0,220.0,TriggerCheck,NONE,watch,220.0,none,watch
6,225.0008947,watch,acting_while_looking_away,0.548,acting_while_looking_away,Hub Puzzle: Cooking Pot,225.0,225.0,TriggerCheck,PROMPT,probe,225.0,none,watch
6,230.0121799,probe,acting_while_looking_away,0.694,acting_while_looking_away,Hub Puzzle: Cooking Pot,230.0,230.0,TriggerCheck,NONE,watch,230.0,none,watch
6,235.0083736,probe,acting_while_looking_away,0.733,acting_while_looking_away,Hub Puzzle: Cooking Pot,235.0,235.0,TriggerCheck,NONE,watch,235.0,none,watch
6,240.0062298,probe,frozen,0.681,frozen,Hub Puzzle: Cooking Pot,240.0,240.0,TriggerCheck,NONE,watch,240.0,none,watch
6,245.0043006,probe,frozen,0.681,frozen,Hub Puzzle: Cooking Pot,245.0,245.0,TriggerCheck,NONE,watch,245.0,none,watch
6,250.0029277,intervene,lost_and_passive,0.389,lost_and_passive,Hub Puzzle: Cooking Pot,250.0,250.0,TriggerCheck,NONE,watch,250.0,none,watch
6,255.0012477,intervene,acting_while_looking_away,0.604,acting_while_looking_away,Hub Puzzle: Cooking Pot,255.0,255.0,TriggerCheck,PROMPT,probe,255.0,none,watch
6,260.0103164,intervene,uncertain_checking,0.54,uncertain_checking,Hub Puzzle: Cooking Pot,260.0,260.0,TriggerCheck,NONE,watch,260.0,none,watch
6,265.0059603,intervene,uncertain_checking,0.466,uncertain_checking,Hub Puzzle: Cooking Pot,265.0,265.0,TriggerCheck,NONE,watch,265.0,none,watch
6,270.0038512,intervene,uncertain_checking,0.274,uncertain_checking,Hub Puzzle: Cooking Pot,270.0,270.0,TriggerCheck,NONE,watch,270.0,none,watch
6,275.0017464,watch,task_engaged,0.346,task_engaged,Hub Puzzle: Cooking Pot,275.0,275.0,TriggerCheck,NONE,watch,275.0,none,watch
6,280.0003609,intervene,scanning_but_passive,0.516,scanning_but_passive,Hub Puzzle: Cooking Pot,280.0,280.0,TriggerCheck,NONE,watch,280.0,none,watch
6,285.0094197,intervene,focused_but_idle,0.656,focused_but_idle,Hub Puzzle: Cooking Pot,285.0,285.0,TriggerCheck,PROMPT,probe,285.0,none,watch
6,290.0060222,intervene,watching_task_but_idle,0.585,watching_task_but_idle,Hub Puzzle: Cooking Pot,290.0,290.0,TriggerCheck,NONE,watch,290.0,none,watch
6,295.0026482,intervene,watching_task_but_idle,0.702,watching_task_but_idle,Hub Puzzle: Cooking Pot,295.0,295.0,TriggerCheck,NONE,watch,295.0,none,watch
6,300.0031093,intervene,focused_but_idle,0.759,focused_but_idle,Hub Puzzle: Cooking Pot,300.0,300.0,TriggerCheck,NONE,watch,300.0,none,watch
6,305.0003018,probe,frozen,0.736,frozen,Hub Puzzle: Cooking Pot,305.0,305.0,TriggerCheck,NONE,watch,305.0,none,watch
6,310.011016,probe,frozen,0.741,frozen,Hub Puzzle: Cooking Pot,310.0,310.0,TriggerCheck,NONE,watch,310.0,none,watch
6,315.0064052,watch,deep_clue_reading,0.286,deep_clue_reading,Hub Puzzle: Cooking Pot,315.0,315.0,TriggerCheck,PROMPT,probe,315.0,none,watch
6,320.0042715,probe,frozen_on_clue,0.335,frozen_on_clue,Hub Puzzle: Cooking Pot,320.0,320.0,TriggerCheck,NONE,watch,320.0,none,watch
6,325.0026644,watch,deep_clue_reading,0.402,deep_clue_reading,Hub Puzzle: Cooking Pot,325.0,325.0,TriggerCheck,NONE,watch,325.0,none,watch
6,330.0120422,watch,purposeful_scanning,0.491,purposeful_scanning,Hub Puzzle: Cooking Pot,330.0,330.0,TriggerCheck,NONE,watch,330.0,none,watch
6,335.0095654,intervene,focused_but_idle,0.683,focused_but_idle,Hub Puzzle: Cooking Pot,335.0,335.0,TriggerCheck,NONE,watch,335.0,none,watch
6,340.0066327,intervene,uncertain_checking,0.414,uncertain_checking,Hub Puzzle: Cooking Pot,340.0,340.0,TriggerCheck,NONE,watch,340.0,none,watch
6,345.0025639,watch,systematic_search,0.343,systematic_search,Hub Puzzle: Cooking Pot,345.0,345.0,TriggerCheck,PROMPT,probe,345.0,none,watch
6,350.0021428,watch,purposeful_scanning,0.362,purposeful_scanning,Hub Puzzle: Cooking Pot,350.0,350.0,TriggerCheck,NONE,watch,350.0,none,watch
6,355.000518,watch,systematic_search,0.44,systematic_search,Hub Puzzle: Cooking Pot,355.0,355.0,TriggerCheck,NONE,watch,355.0,none,watch
6,360.0089089,watch,engaged_and_active,0.306,engaged_and_active,Hub Puzzle: Cooking Pot,360.0,360.0,TriggerCheck,NONE,watch,360.0,none,watch
6,365.0056644,watch,none,1.0,none,Hub Puzzle: Cooking Pot,365.0,365.0,TriggerCheck,NONE,watch,365.0,none,watch
6,370.0040687,watch,none,1.0,none,Hub Puzzle: Cooking Pot,370.0,370.0,TriggerCheck,NONE,watch,370.0,none,watch
6,375.0016395,watch,none,1.0,none,Hub Puzzle: Cooking Pot,375.0,375.0,TriggerCheck,PROMPT,probe,375.0,none,watch
6,380.0137643,watch,none,1.0,none,Hub Puzzle: Cooking Pot,380.0,380.0,TriggerCheck,NONE,watch,380.0,none,watch
6,385.0098931,probe,focused_but_idle,0.825,focused_but_idle,Hub Puzzle: Cooking Pot,385.0,385.0,TriggerCheck,NONE,watch,385.0,none,watch
6,390.0058762,probe,locked_gaze_but_active,0.649,locked_gaze_but_active,Hub Puzzle: Cooking Pot,390.0,390.0,TriggerCheck,NONE,watch,390.0,none,watch
6,395.0028974,watch,none,1.0,none,Hub Puzzle: Cooking Pot,395.0,395.0,TriggerCheck,NONE,watch,395.0,none,watch
6,400.0012879,probe,frozen,0.682,frozen,Hub Puzzle: Cooking Pot,400.0,400.0,TriggerCheck,NONE,watch,400.0,none,watch
6,405.0120934,probe,focused_but_idle,0.506,focused_but_idle,Hub Puzzle: Cooking Pot,405.0,405.0,TriggerCheck,PROMPT,probe,405.0,none,watch
6,410.0101745,watch,none,1.0,none,Hub Puzzle: Cooking Pot,410.0,410.0,TriggerCheck,NONE,watch,410.0,none,watch
6,415.0041917,watch,task_engaged,0.392,task_engaged,Hub Puzzle: Cooking Pot,415.0,415.0,TriggerCheck,NONE,watch,415.0,none,watch
6,420.0025554,probe,uncertain_checking,0.548,uncertain_checking,Hub Puzzle: Cooking Pot,420.0,420.0,TriggerCheck,NONE,watch,420.0,none,watch
6,425.000714,probe,uncertain_checking,0.494,uncertain_checking,Hub Puzzle: Cooking Pot,425.0,425.0,TriggerCheck,NONE,watch,425.0,none,watch
6,430.012097,probe,uncertain_checking,0.4,uncertain_checking,Hub Puzzle: Cooking Pot,430.0,430.0,TriggerCheck,NONE,watch,430.0,none,watch
6,435.0063195,probe,uncertain_checking,0.4,uncertain_checking,Hub Puzzle: Cooking Pot,435.0,435.0,TriggerCheck,PROMPT,probe,435.0,none,watch
6,440.0104466,probe,lost_and_passive,0.292,lost_and_passive,Hub Puzzle: Cooking Pot,440.0,440.0,TriggerCheck,NONE,watch,440.0,none,watch
6,445.0095491,watch,none,1.0,none,Hub Puzzle: Cooking Pot,445.0,445.0,TriggerCheck,NONE,watch,445.0,none,watch
6,450.0051753,watch,concentrated_motor_scanning_fixation,0.401,concentrated_motor_scanning_fixation,Hub Puzzle: Cooking Pot,450.0,450.0,TriggerCheck,NONE,watch,450.0,none,watch
6,455.012053,watch,systematic_search,0.49,systematic_search,Hub Puzzle: Cooking Pot,455.0,455.0,TriggerCheck,NONE,watch,455.0,none,watch
6,460.0119021,watch,none,1.0,none,Hub Puzzle: Cooking Pot,460.0,460.0,Explore,NONE,watch,460.0,none,watch
6,465.0020618,watch,acting_while_looking_away,0.67,acting_while_looking_away,Hub Puzzle: Cooking Pot,465.0,465.0,Solving,NONE,watch,465.0,none,watch
6,470.0039788,watch,acting_while_looking_away,0.8,acting_while_looking_away,Hub Puzzle: Cooking Pot,470.0,470.0,PossiblyStuck,NONE,watch,470.0,none,watch
6,475.0016378,watch,systematic_search,0.446,systematic_search,Hub Puzzle: Cooking Pot,475.0,475.0,PossiblyStuck,NONE,watch,475.0,none,watch
6,480.0022992,watch,systematic_search,0.475,systematic_search,Hub Puzzle: Cooking Pot,480.0,480.0,PossiblyStuck,NONE,watch,480.0,none,watch
6,485.0009453,probe,lost_and_passive,0.232,lost_and_passive,Hub Puzzle: Cooking Pot,485.0,485.0,PossiblyStuck,NONE,watch,485.0,none,watch
6,490.0090973,watch,scanning_but_passive,0.554,scanning_but_passive,Hub Puzzle: Cooking Pot,490.0,490.0,PossiblyStuck,NONE,watch,490.0,none,watch
6,495.004078,probe,lost_and_passive,0.246,lost_and_passive,Hub Puzzle: Cooking Pot,495.0,495.0,PossiblyStuck,NONE,watch,495.0,none,watch
6,500.0011867,probe,lost_and_passive,0.306,lost_and_passive,Hub Puzzle: Cooking Pot,500.0,500.0,Solving,PROMPT,probe,500.0,none,watch
6,505.0005547,probe,acting_while_looking_away,0.637,acting_while_looking_away,Hub Puzzle: Cooking Pot,505.0,505.0,Solving,NONE,watch,505.0,none,watch
6,510.0001219,watch,focused_but_idle,0.496,focused_but_idle,Hub Puzzle: Cooking Pot,510.0,510.0,PossiblyStuck,NONE,watch,510.0,none,watch
6,515.0008098,watch,scanning_but_passive,0.414,scanning_but_passive,Hub Puzzle: Cooking Pot,515.0,515.0,PossiblyStuck,NONE,watch,515.0,none,watch
6,520.008477,probe,scanning_but_passive,0.36,scanning_but_passive,Hub Puzzle: Cooking Pot,520.0,520.0,PossiblyStuck,NONE,watch,520.0,none,watch
6,525.0034469,probe,lost_and_passive,0.562,lost_and_passive,Hub Puzzle: Cooking Pot,525.0,525.0,PossiblyStuck,NONE,watch,525.0,none,watch
6,530.0143718,probe,scanning_but_passive,0.505,scanning_but_passive,Hub Puzzle: Cooking Pot,530.0,530.0,PossiblyStuck,NONE,watch,530.0,none,watch
6,535.0003091,watch,systematic_search,0.465,systematic_search,Hub Puzzle: Cooking Pot,535.0,535.0,PossiblyStuck,NONE,watch,535.0,none,watch
6,540.0040353,probe,acting_while_looking_away,0.575,acting_while_looking_away,Hub Puzzle: Cooking Pot,540.0,540.0,Solving,NONE,watch,540.0,none,watch
6,545.0102081,watch,concentrated_motor_scanning_fixation,0.338,concentrated_motor_scanning_fixation,Hub Puzzle: Cooking Pot,545.0,545.0,PossiblyStuck,NONE,watch,545.0,none,watch
6,550.0091935,watch,scanning_but_passive,0.582,scanning_but_passive,Hub Puzzle: Cooking Pot,550.0,550.0,PossiblyStuck,NONE,watch,550.0,reflective,probe
6,555.001181,watch,scanning_but_passive,0.487,scanning_but_passive,Hub Puzzle: Cooking Pot,555.0,555.0,PossiblyStuck,NONE,watch,555.0,reflective,probe
6,560.0112583,probe,watching_task_but_idle,0.637,watching_task_but_idle,Hub Puzzle: Cooking Pot,560.0,560.0,PossiblyStuck,NONE,watch,560.0,reflective,probe
6,565.0103364,watch,systematic_search,0.317,systematic_search,Hub Puzzle: Cooking Pot,565.0,565.0,PossiblyStuck,NONE,watch,565.0,reflective,probe
6,570.0059736,probe,lost_and_passive,0.246,lost_and_passive,Hub Puzzle: Cooking Pot,570.0,570.0,PossiblyStuck,NONE,watch,570.0,reflective,probe
6,575.0019648,probe,lost_and_passive,0.612,lost_and_passive,Hub Puzzle: Cooking Pot,575.0,575.0,Solving,PROMPT,probe,575.0,reflective,probe
6,580.0018343,probe,watching_task_but_idle,0.484,watching_task_but_idle,Hub Puzzle: Cooking Pot,580.0,580.0,PossiblyStuck,NONE,watch,580.0,reflective,probe
6,585.0133415,watch,task_engaged,0.386,task_engaged,Hub Puzzle: Cooking Pot,585.0,585.0,PossiblyStuck,NONE,watch,585.0,reflective,probe
6,590.0155701,probe,uncertain_checking,0.49,uncertain_checking,Hub Puzzle: Cooking Pot,590.0,590.0,PossiblyStuck,NONE,watch,590.0,reflective,probe
6,595.0109292,watch,focused_but_idle,0.581,focused_but_idle,Hub Puzzle: Cooking Pot,595.0,595.0,PossiblyStuck,NONE,watch,595.0,reflective,probe
6,600.0000939,probe,lost_and_passive,0.397,lost_and_passive,Hub Puzzle: Cooking Pot,600.0,600.0,PossiblyStuck,NONE,watch,600.0,reflective,probe
6,605.013846,probe,scanning_but_passive,0.519,scanning_but_passive,Hub Puzzle: Cooking Pot,605.0,605.0,PossiblyStuck,NONE,watch,605.0,reflective,probe
6,610.0024855,watch,systematic_search,0.538,systematic_search,Hub Puzzle: Cooking Pot,610.0,610.0,Solving,PROMPT,probe,610.0,reflective,probe
6,615.0062768,probe,watching_task_but_idle,0.798,watching_task_but_idle,Hub Puzzle: Cooking Pot,615.0,615.0,PossiblyStuck,NONE,watch,615.0,reflective,probe
6,620.0059288,probe,scanning_but_passive,0.373,scanning_but_passive,Hub Puzzle: Cooking Pot,620.0,620.0,PossiblyStuck,NONE,watch,620.0,reflective,probe
6,625.0052232,probe,frozen,0.717,frozen,Hub Puzzle: Cooking Pot,625.0,625.0,Solving,NONE,watch,625.0,reflective,probe
6,630.0013167,probe,focused_but_idle,0.598,focused_but_idle,Hub Puzzle: Cooking Pot,630.0,630.0,PossiblyStuck,NONE,watch,630.0,reflective,probe
6,635.0168527,probe,scanning_but_passive,0.495,scanning_but_passive,Hub Puzzle: Cooking Pot,635.0,635.0,PossiblyStuck,NONE,watch,635.0,reflective,probe
6,640.0001566,watch,task_engaged,0.371,task_engaged,Hub Puzzle: Cooking Pot,640.0,640.0,PossiblyStuck,NONE,watch,640.0,reflective,probe
6,645.0133289,watch,watching_task_but_idle,0.685,watching_task_but_idle,Hub Puzzle: Cooking Pot,645.0,645.0,PossiblyStuck,NONE,watch,645.0,reflective,probe
6,650.0115418,watch,watching_task_but_idle,0.655,watching_task_but_idle,Hub Puzzle: Cooking Pot,650.0,650.0,PossiblyStuck,NONE,watch,650.0,reflective,probe
6,655.0127359,probe,watching_task_but_idle,0.585,watching_task_but_idle,Hub Puzzle: Cooking Pot,655.0,655.0,PossiblyStuck,NONE,watch,655.0,reflective,probe
6,660.0000208,probe,reading_but_not_acting,0.678,reading_but_not_acting,Hub Puzzle: Cooking Pot,660.0,660.0,Solving,PROMPT,probe,660.0,reflective,probe
6,665.011494,watch,systematic_search,0.441,systematic_search,Hub Puzzle: Cooking Pot,665.0,665.0,PossiblyStuck,NONE,watch,665.0,reflective,probe
6,670.010177,watch,purposeful_task_gaze,0.442,purposeful_task_gaze,Hub Puzzle: Cooking Pot,670.0,670.0,PossiblyStuck,NONE,watch,670.0,none,watch
6,675.0035997,watch,focused_but_idle,0.683,focused_but_idle,Hub Puzzle: Cooking Pot,675.0,675.0,Solving,NONE,watch,675.0,none,watch
6,680.0040202,watch,focused_but_idle,0.807,focused_but_idle,Hub Puzzle: Cooking Pot,680.0,680.0,PossiblyStuck,NONE,watch,680.0,none,watch
6,685.0047153,probe,lost_and_passive,0.588,lost_and_passive,Hub Puzzle: Cooking Pot,685.0,685.0,PossiblyStuck,NONE,watch,685.0,none,watch
6,690.0121816,watch,systematic_search,0.453,systematic_search,Hub Puzzle: Cooking Pot,690.0,690.0,PossiblyStuck,NONE,watch,690.0,none,watch
6,695.0135915,watch,systematic_search,0.363,systematic_search,Hub Puzzle: Cooking Pot,695.0,695.0,PossiblyStuck,NONE,watch,695.0,none,watch
6,700.0113505,watch,purposeful_scanning,0.461,purposeful_scanning,Hub Puzzle: Cooking Pot,700.0,700.0,PossiblyStuck,NONE,watch,700.0,none,watch
6,705.0052988,probe,scanning_but_passive,0.498,scanning_but_passive,Hub Puzzle: Cooking Pot,705.0,705.0,PossiblyStuck,NONE,watch,705.0,none,watch
6,710.000969,probe,scanning_but_passive,0.442,scanning_but_passive,Hub Puzzle: Cooking Pot,710.0,710.0,Solving,PROMPT,probe,710.0,none,watch
6,715.0142144,probe,uncertain_checking,0.466,uncertain_checking,Hub Puzzle: Cooking Pot,715.0,715.0,PossiblyStuck,NONE,watch,715.0,none,watch
6,720.0148486,probe,lost_and_passive,0.445,lost_and_passive,Hub Puzzle: Cooking Pot,720.0,720.0,PossiblyStuck,NONE,watch,720.0,none,watch
6,725.000622,probe,lost_and_passive,0.401,lost_and_passive,Hub Puzzle: Cooking Pot,725.0,725.0,PossiblyStuck,NONE,watch,725.0,none,watch
6,730.0116885,watch,purposeful_scanning,0.547,purposeful_scanning,Hub Puzzle: Cooking Pot,730.0,730.0,PossiblyStuck,NONE,watch,730.0,none,watch
6,735.0098119,watch,scanning_but_passive,0.456,scanning_but_passive,Hub Puzzle: Cooking Pot,735.0,735.0,Solving,NONE,watch,735.0,none,watch
6,740.0000311,probe,frozen,0.681,frozen,Hub Puzzle: Cooking Pot,740.0,740.0,PossiblyStuck,NONE,watch,740.0,none,watch
6,745.0150778,watch,none,1.0,none,Hub Puzzle: Cooking Pot,745.0,745.0,Victory,NONE,watch,745.0,none,watch
6,750.0007878,watch,acting_while_looking_away,0.583,acting_while_looking_away,Hub Puzzle: Cooking Pot,750.0,750.0,Victory,NONE,watch,750.0,none,watch
6,755.0009256,watch,purposeful_action,0.513,purposeful_action,Hub Puzzle: Cooking Pot,755.0,755.0,Victory,NONE,watch,755.0,none,watch
6,760.0026309,watch,scanning_but_passive,0.468,scanning_but_passive,Hub Puzzle: Cooking Pot,760.0,760.0,Victory,NONE,watch,760.0,none,watch
6,765.0153136,watch,purposeful_scanning,0.322,purposeful_scanning,Hub Puzzle: Cooking Pot,765.0,765.0,Victory,NONE,watch,765.0,none,watch
6,770.0161938,watch,acting_while_looking_away,0.467,acting_while_looking_away,Hub Puzzle: Cooking Pot,770.0,770.0,Victory,NONE,watch,770.0,none,watch
6,775.0005923,watch,systematic_search,0.533,systematic_search,Hub Puzzle: Cooking Pot,775.0,775.0,Victory,NONE,watch,775.0,none,watch
6,780.0170587,watch,none,1.0,none,Hub Puzzle: Cooking Pot,780.0,780.0,Victory,NONE,watch,780.0,none,watch
6,785.0125553,watch,systematic_search,0.452,systematic_search,Hub Puzzle: Cooking Pot,785.0,785.0,Victory,NONE,watch,785.0,none,watch
6,790.012626,probe,uncertain_checking,0.632,uncertain_checking,Hub Puzzle: Cooking Pot,790.0,790.0,Victory,NONE,watch,790.0,none,watch
6,795.0141736,probe,acting_while_looking_away,0.627,acting_while_looking_away,Hub Puzzle: Cooking Pot,795.0,795.0,Explore,NONE,watch,795.0,none,watch
6,800.0085146,watch,focused_but_idle,0.549,focused_but_idle,Hub Puzzle: Cooking Pot,800.0,800.0,Explore,NONE,watch,800.0,none,watch
6,805.0239456,watch,acting_while_looking_away,0.656,acting_while_looking_away,Hub Puzzle: Cooking Pot,805.0,805.0,Explore,NONE,watch,805.0,none,watch
6,810.0023439,watch,none,1.0,none,Hub Puzzle: Cooking Pot,810.0,810.0,Explore,NONE,watch,810.0,none,watch
6,815.0042958,watch,acting_while_looking_away,0.316,acting_while_looking_away,Hub Puzzle: Cooking Pot,815.0,815.0,Explore,NONE,watch,815.0,none,watch
6,820.0108688,probe,acting_while_looking_away,0.538,acting_while_looking_away,Hub Puzzle: Cooking Pot,820.0,820.0,Explore,NONE,watch,820.0,none,watch
6,825.0245947,watch,purposeful_scanning,0.444,purposeful_scanning,Hub Puzzle: Cooking Pot,825.0,825.0,Explore,NONE,watch,825.0,none,watch
6,830.0022296,probe,acting_while_looking_away,0.594,acting_while_looking_away,Hub Puzzle: Cooking Pot,830.0,830.0,Explore,NONE,watch,830.0,reflective,probe
6,835.0037872,watch,scanning_but_passive,0.441,scanning_but_passive,Hub Puzzle: Cooking Pot,835.0,835.0,Explore,NONE,watch,835.0,reflective,probe
6,840.000585,probe,acting_while_looking_away,0.589,acting_while_looking_away,Hub Puzzle: Cooking Pot,840.0,840.0,Explore,NONE,watch,840.0,reflective,probe
6,845.0092418,watch,concentrated_motor_scanning_fixation,0.497,concentrated_motor_scanning_fixation,Hub Puzzle: Cooking Pot,845.0,845.0,Explore,NONE,watch,845.0,reflective,probe
6,850.005427,watch,systematic_search,0.385,systematic_search,Hub Puzzle: Cooking Pot,850.0,850.0,Explore,NONE,watch,850.0,reflective,probe
6,855.0054154,probe,uncertain_checking,0.569,uncertain_checking,Hub Puzzle: Cooking Pot,855.0,855.0,Explore,NONE,watch,855.0,reflective,probe
6,860.013541,probe,uncertain_checking,0.496,uncertain_checking,Hub Puzzle: Cooking Pot,860.0,860.0,Explore,NONE,watch,860.0,none,watch
