participant_id,puzzle_id,window_start,attention_label,attention_confidence,action_label,action_confidence,performance_label,performance_confidence,temporal_label,temporal_confidence,disagreement_type,disagreement_intensity,dominant_tension,n_contradictions,n_constructive,confidence_spread
1,Transition,0.1016993,searching,0.825,hesitant,0.65,progressing,0.633,transient,0.5,contradictory,0.729,scattered_but_progressing,1,1,0.116
1,Transition,5.010511,searching,0.936,inactive,0.564,stalled,0.7,transient,0.4,contradictory,0.75,scanning_but_passive,2,2,0.196
1,Transition,10.0059112,searching,0.95,inactive,0.577,stalled,0.7,transient,0.4,contradictory,0.763,scanning_but_passive,2,2,0.2
1,Transition,15.0011804,searching,0.727,hesitant,0.337,progressing,0.9,transient,0.4,contradictory,0.814,scattered_but_progressing,1,1,0.232
1,Transition,20.0129621,searching,0.95,hesitant,0.65,progressing,0.767,transient,0.4,contradictory,0.859,scattered_but_progressing,1,1,0.2
1,Transition,25.0121404,searching,0.945,hesitant,0.65,progressing,0.633,persistent,0.75,contradictory,0.789,scattered_but_progressing,1,1,0.124
1,Transition,30.0052047,searching,0.95,hesitant,0.65,stalled,0.7,transient,0.4,constructive,0.193,pop_confirms_exploration,0,1,0.195
1,Transition,35.0032547,searching,0.95,inactive,0.49,stalled,0.7,transient,0.4,contradictory,0.72,scanning_but_passive,2,2,0.212
1,Transition,40.0012136,searching,0.95,hesitant,0.85,progressing,0.633,transient,0.4,contradictory,0.791,scattered_but_progressing,1,1,0.212
1,Transition,45.0003627,searching,0.874,active,0.489,progressing,0.9,transient,0.4,contradictory,0.887,scattered_but_progressing,1,2,0.224
1,Transition,50.0076582,focused,0.616,inactive,0.798,stalled,0.7,transient,0.4,contradictory,0.707,focused_but_idle,1,2,0.147
1,Transition,55.0059887,focused,0.759,inactive,0.809,stalled,0.7,transient,0.4,contradictory,0.784,focused_but_idle,1,1,0.159
1,Transition,60.0039773,searching,0.943,inactive,0.773,stalled,0.71,looping,0.65,contradictory,0.858,scanning_but_passive,2,2,0.109
1,Transition,65.0046002,focused,0.227,hesitant,0.65,progressing,0.869,transient,0.4,constructive,0.452,focused_progress,0,1,0.244
1,Transition,70.0124921,searching,0.637,hesitant,0.65,progressing,0.853,transient,0.4,contradictory,0.745,scattered_but_progressing,1,1,0.16
1,Transition,75.0054848,focused,0.655,hesitant,0.85,progressing,0.571,transient,0.4,constructive,0.387,focused_progress,0,1,0.162
1,Transition,80.013422,focused,0.522,hesitant,0.85,progressing,0.555,transient,0.4,constructive,0.462,focused_progress,0,1,0.165
1,Transition,85.0032271,focused,0.614,hesitant,0.637,progressing,0.539,persistent,0.75,constructive,0.423,focused_progress,0,1,0.076
1,Transition,90.0125462,locked,0.608,inactive,0.924,stalled,0.779,transient,0.4,constructive,0.148,passive_and_stuck,0,3,0.196
1,Transition,95.0127827,focused,0.599,hesitant,0.85,progressing,0.641,transient,0.4,constructive,0.38,focused_progress,0,1,0.16
1,Transition,100.0069473,searching,0.418,hesitant,0.637,progressing,0.369,transient,0.4,contradictory,0.393,scattered_but_progressing,1,0,0.106
1,Transition,105.0052461,searching,0.95,hesitant,0.85,progressing,0.609,transient,0.4,contradictory,0.779,scattered_but_progressing,1,1,0.214
1,Transition,110.002259,locked,0.74,hesitant,0.637,progressing,0.345,transient,0.4,constructive,0.346,pop_confirms_impasse,0,1,0.163
1,Transition,115.0110648,focused,0.95,hesitant,0.488,progressing,0.71,transient,0.4,constructive,0.17,focused_progress,0,1,0.213
1,Transition,120.0099156,focused,0.665,inactive,0.643,stalled,0.335,transient,0.4,contradictory,0.654,focused_but_idle,1,1,0.145
1,Transition,125.0077478,locked,0.94,inactive,0.95,stalled,0.858,transient,0.4,constructive,0.055,frozen_on_clue,0,3,0.226
1,Transition,130.011075,searching,0.825,inactive,0.894,stalled,0.87,looping,0.65,contradictory,0.859,scanning_but_passive,2,2,0.095
1,Transition,135.0024471,searching,0.575,inactive,0.95,stalled,0.881,looping,0.65,contradictory,0.762,scanning_but_passive,2,2,0.156
1,Spoke Puzzle: Pasta in Sauce,140.0091112,focused,0.5,inactive,0.95,stalled,0.892,looping,0.65,contradictory,0.725,focused_but_idle,1,2,0.182
1,Spoke Puzzle: Pasta in Sauce,145.0051718,searching,0.399,active,0.573,progressing,0.9,transient,0.4,contradictory,0.649,scattered_but_progressing,1,2,0.204
1,Spoke Puzzle: Pasta in Sauce,150.0185715,searching,0.79,active,0.561,progressing,0.9,transient,0.4,contradictory,0.845,scattered_but_progressing,1,2,0.195
1,Spoke Puzzle: Pasta in Sauce,155.0103002,searching,0.772,inactive,0.662,stalled,0.7,transient,0.4,contradictory,0.717,scanning_but_passive,2,2,0.14
1,Spoke Puzzle: Pasta in Sauce,160.0010048,searching,0.41,inactive,0.693,stalled,0.7,transient,0.4,contradictory,0.551,scanning_but_passive,1,1,0.146
1,Spoke Puzzle: Pasta in Sauce,165.0118647,locked,0.642,inactive,0.749,stalled,0.7,looping,0.65,constructive,0.276,passive_and_stuck,0,3,0.043
1,Spoke Puzzle: Pasta in Sauce,170.0074448,searching,0.197,inactive,0.561,stalled,0.7,looping,0.65,contradictory,0.379,scanning_but_passive,2,2,0.197
1,Spoke Puzzle: Pasta in Sauce,175.0052754,focused,0.487,inactive,0.787,stalled,0.7,looping,0.65,contradictory,0.637,focused_but_idle,1,2,0.109
1,Spoke Puzzle: Pasta in Sauce,180.0131885,focused,0.389,hesitant,0.337,progressing,0.9,transient,0.4,constructive,0.355,focused_progress,0,1,0.228
1,Spoke Puzzle: Pasta in Sauce,185.0068066,focused,0.5,hesitant,0.488,progressing,0.633,transient,0.4,constructive,0.433,focused_progress,0,2,0.083
1,Spoke Puzzle: Pasta in Sauce,190.0056242,focused,0.5,inactive,0.734,stalled,0.7,transient,0.4,contradictory,0.617,focused_but_idle,2,1,0.139
1,Spoke Puzzle: Pasta in Sauce,195.0056488,focused,0.387,inactive,0.685,stalled,0.7,transient,0.4,contradictory,0.536,focused_but_idle,1,2,0.15
1,Transition,200.0008866,searching,0.518,inactive,0.629,stalled,0.7,looping,0.65,contradictory,0.574,scanning_but_passive,2,1,0.067
1,Transition,205.0056202,searching,0.903,inactive,0.574,stalled,0.7,looping,0.65,contradictory,0.738,scanning_but_passive,2,2,0.122
1,Transition,210.0127188,searching,0.371,active,0.558,progressing,0.9,transient,0.4,contradictory,0.635,scattered_but_progressing,1,2,0.21
1,Transition,215.0059625,searching,0.391,hesitant,0.488,progressing,0.633,transient,0.4,contradictory,0.512,scattered_but_progressing,2,0,0.097
1,Transition,220.0111929,focused,0.371,active,0.613,progressing,0.9,transient,0.4,contradictory,0.312,pop_says_exploring_but_focused,1,2,0.212
1,Transition,225.0047672,searching,0.531,inactive,0.714,stalled,0.7,transient,0.4,contradictory,0.623,scanning_but_passive,2,2,0.129
1,Transition,230.0028463,searching,0.95,hesitant,0.488,progressing,0.9,transient,0.4,contradictory,0.925,scattered_but_progressing,1,1,0.243
1,Transition,235.01116,searching,0.599,hesitant,0.85,progressing,0.767,transient,0.4,contradictory,0.683,scattered_but_progressing,1,1,0.172
1,Transition,240.0067663,locked,0.665,inactive,0.81,stalled,0.7,transient,0.4,constructive,0.245,passive_and_stuck,0,3,0.151
1,Transition,245.0061627,locked,0.665,inactive,0.815,stalled,0.7,transient,0.4,constructive,0.243,passive_and_stuck,0,3,0.152
1,Transition,250.0035398,locked,0.665,inactive,0.831,stalled,0.7,looping,0.85,constructive,0.235,passive_and_stuck,0,3,0.08
1,Transition,255.0015656,searching,0.64,inactive,0.797,stalled,0.703,looping,0.65,contradictory,0.719,scanning_but_passive,2,2,0.062
1,Transition,260.0101982,searching,0.421,hesitant,0.85,progressing,0.746,transient,0.4,contradictory,0.584,scattered_but_progressing,1,1,0.197
1,Transition,265.0080023,searching,0.67,hesitant,0.85,progressing,0.597,transient,0.4,contradictory,0.633,scattered_but_progressing,1,1,0.161
1,Transition,270.0089308,focused,0.393,hesitant,0.637,progressing,0.581,transient,0.4,constructive,0.513,focused_progress,0,1,0.108
1,Transition,275.0023037,searching,0.39,inactive,0.867,stalled,0.749,transient,0.4,contradictory,0.629,scanning_but_passive,2,2,0.211
1,Transition,280.0116241,focused,0.166,inactive,0.891,stalled,0.76,transient,0.4,contradictory,0.528,focused_but_idle,1,2,0.287
1,Spoke Puzzle: Amount of Protein,285.0114686,searching,0.617,inactive,0.864,stalled,0.771,looping,0.65,contradictory,0.74,scanning_but_passive,2,2,0.098
1,Spoke Puzzle: Amount of Protein,290.0051103,focused,0.272,hesitant,0.65,progressing,0.633,transient,0.4,constructive,0.547,focused_progress,0,1,0.159
1,Spoke Puzzle: Amount of Protein,295.0007214,focused,0.248,hesitant,0.65,progressing,0.767,transient,0.4,constructive,0.492,focused_progress,0,1,0.204
1,Spoke Puzzle: Amount of Protein,300.0105516,searching,0.18,hesitant,0.488,progressing,0.633,transient,0.4,contradictory,0.406,scattered_but_progressing,2,0,0.164
1,Spoke Puzzle: Amount of Protein,305.0023214,searching,0.172,active,0.405,progressing,0.9,transient,0.4,contradictory,0.536,scattered_but_progressing,1,2,0.266
1,Spoke Puzzle: Amount of Protein,310.0117793,focused,0.175,hesitant,0.65,progressing,0.767,transient,0.4,constructive,0.453,pop_confirms_progress,0,2,0.229
1,Spoke Puzzle: Amount of Protein,315.0022439,searching,0.625,inactive,0.526,stalled,0.7,transient,0.4,contradictory,0.576,scanning_but_passive,2,1,0.112
1,Spoke Puzzle: Amount of Protein,320.0119432,focused,0.169,inactive,0.76,stalled,0.7,transient,0.4,contradictory,0.465,focused_but_idle,1,2,0.238
1,Spoke Puzzle: Amount of Protein,325.0144527,focused,0.19,inactive,0.789,stalled,0.7,looping,0.65,contradictory,0.49,focused_but_idle,1,2,0.232
1,Spoke Puzzle: Amount of Protein,330.0149499,focused,0.166,inactive,0.782,stalled,0.7,looping,0.85,contradictory,0.474,focused_but_idle,1,2,0.27
1,Spoke Puzzle: Amount of Protein,335.0083868,searching,0.353,inactive,0.791,stalled,0.7,looping,0.65,contradictory,0.572,scanning_but_passive,2,2,0.164
1,Spoke Puzzle: Amount of Protein,340.0111306,searching,0.197,inactive,0.805,stalled,0.7,looping,0.65,contradictory,0.501,scanning_but_passive,2,2,0.233
1,Spoke Puzzle: Amount of Protein,345.0077289,focused,0.432,inactive,0.853,stalled,0.709,looping,0.65,contradictory,0.855,pop_says_solving_but_stalled,2,1,0.151
1,Spoke Puzzle: Amount of Protein,350.0023623,focused,0.424,inactive,0.689,stalled,0.7,looping,0.65,contradictory,0.556,focused_but_idle,2,1,0.112
1,Transition,355.0007628,focused,0.201,inactive,0.677,stalled,0.7,looping,0.85,contradictory,0.439,focused_but_idle,1,2,0.244
1,Transition,360.0030133,searching,0.393,inactive,0.646,stalled,0.7,looping,0.65,contradictory,0.52,scanning_but_passive,2,2,0.12
1,Transition,365.0006772,searching,0.95,inactive,0.572,stalled,0.7,looping,0.65,contradictory,0.761,scanning_but_passive,2,2,0.141
1,Transition,370.0027926,searching,0.825,hesitant,0.65,progressing,0.767,transient,0.4,contradictory,0.796,scattered_but_progressing,1,1,0.163
1,Transition,375.0021242,searching,0.95,active,0.358,progressing,0.9,transient,0.4,contradictory,0.925,scattered_but_progressing,1,2,0.274
1,Transition,380.0133871,searching,0.95,hesitant,0.5,progressing,0.767,persistent,0.75,contradictory,0.859,scattered_but_progressing,1,1,0.16
1,Transition,385.0154553,searching,0.95,active,0.519,progressing,0.9,persistent,0.75,contradictory,0.925,scattered_but_progressing,1,2,0.168
1,Transition,390.0061733,searching,0.799,hesitant,0.85,progressing,0.767,persistent,0.75,contradictory,0.783,scattered_but_progressing,1,1,0.038
1,Transition,395.0027802,searching,0.859,inactive,0.497,stalled,0.7,transient,0.4,contradictory,0.678,scanning_but_passive,2,2,0.178
1,Transition,400.0123381,searching,0.788,hesitant,0.85,progressing,0.767,transient,0.4,contradictory,0.778,scattered_but_progressing,1,1,0.177
1,Transition,405.0010114,focused,0.673,inactive,0.791,stalled,0.7,transient,0.4,contradictory,0.732,focused_but_idle,1,1,0.146
1,Transition,410.0140787,focused,0.729,hesitant,0.85,progressing,0.63,transient,0.4,constructive,0.321,focused_progress,0,1,0.165
1,Transition,415.011747,focused,0.665,hesitant,0.85,progressing,0.614,transient,0.4,constructive,0.361,focused_progress,0,1,0.16
1,Transition,420.0033979,focused,0.95,hesitant,0.85,progressing,0.732,persistent,0.75,constructive,0.159,focused_progress,0,1,0.087
1,Transition,425.0195397,focused,0.715,hesitant,0.85,progressing,0.582,persistent,0.75,constructive,0.352,focused_progress,0,1,0.096
1,Transition,430.0116115,locked,0.646,inactive,0.896,stalled,0.748,transient,0.4,constructive,0.178,passive_and_stuck,0,3,0.181
1,Transition,435.009278,focused,0.498,hesitant,0.85,progressing,0.551,transient,0.4,constructive,0.476,focused_progress,0,1,0.168
1,Transition,440.0131121,searching,0.95,inactive,0.752,stalled,0.77,transient,0.4,contradictory,0.851,scanning_but_passive,2,2,0.199
1,Spoke Puzzle: Water Amount,445.0109726,focused,0.482,inactive,0.939,stalled,0.782,transient,0.4,contradictory,0.71,focused_but_idle,1,2,0.219
1,Spoke Puzzle: Water Amount,450.0037604,searching,0.856,hesitant,0.65,progressing,0.767,transient,0.4,contradictory,0.811,scattered_but_progressing,1,1,0.171
1,Spoke Puzzle: Water Amount,455.0124868,locked,0.665,inactive,0.711,stalled,0.7,transient,0.4,constructive,0.294,passive_and_stuck,0,3,0.128
1,Spoke Puzzle: Water Amount,460.0123697,searching,0.531,active,0.561,progressing,0.9,transient,0.4,contradictory,0.716,scattered_but_progressing,1,2,0.185
1,Spoke Puzzle: Water Amount,465.0037205,searching,0.142,active,0.41,progressing,0.9,transient,0.4,contradictory,0.521,scattered_but_progressing,2,1,0.274
1,Spoke Puzzle: Water Amount,470.0137868,searching,0.635,hesitant,0.65,progressing,0.767,persistent,0.75,contradictory,0.701,scattered_but_progressing,1,1,0.059
1,Spoke Puzzle: Water Amount,475.0113545,searching,0.593,active,0.635,progressing,0.9,persistent,0.75,contradictory,0.746,scattered_but_progressing,1,2,0.119
1,Spoke Puzzle: Water Amount,480.002274,searching,0.784,hesitant,0.65,progressing,0.767,persistent,0.75,contradictory,0.776,scattered_but_progressing,1,1,0.052
1,Transition,485.0143548,searching,0.236,hesitant,0.65,progressing,0.767,persistent,0.75,contradictory,0.502,scattered_but_progressing,1,1,0.215
1,Transition,490.0107548,searching,0.687,inactive,0.62,stalled,0.7,transient,0.4,contradictory,0.653,scanning_but_passive,2,2,0.12
1,Transition,495.0044854,searching,0.874,hesitant,0.65,progressing,0.767,transient,0.4,contradictory,0.821,scattered_but_progressing,1,1,0.176
1,Transition,500.0069496,searching,0.95,active,0.68,progressing,0.9,transient,0.4,contradictory,0.925,scattered_but_progressing,1,2,0.217
1,Transition,505.0074544,searching,0.95,active,0.674,progressing,0.9,persistent,0.75,contradictory,0.925,scattered_but_progressing,1,2,0.111
1,Transition,510.0207935,focused,0.671,inactive,0.535,stalled,0.7,transient,0.4,contradictory,0.603,focused_but_idle,1,1,0.119
1,Transition,515.0082124,focused,0.593,hesitant,0.85,progressing,0.633,transient,0.4,constructive,0.387,focused_progress,0,1,0.16
1,Transition,520.0011343,locked,0.665,inactive,0.793,stalled,0.7,transient,0.4,constructive,0.254,passive_and_stuck,0,3,0.146
1,Transition,525.0021838,locked,0.665,inactive,0.817,stalled,0.7,transient,0.4,constructive,0.242,passive_and_stuck,0,3,0.153
1,Transition,530.0134334,searching,0.95,hesitant,0.65,stalled,0.7,looping,0.65,constructive,0.189,pop_confirms_exploration,0,1,0.124
1,Transition,535.0095213,searching,0.759,hesitant,0.488,progressing,0.9,transient,0.4,contradictory,0.83,scattered_but_progressing,1,1,0.202
1,Transition,540.0008787,searching,0.544,hesitant,0.65,progressing,0.89,transient,0.4,contradictory,0.717,scattered_but_progressing,2,0,0.179
1,Transition,545.0026991,searching,0.409,hesitant,0.85,progressing,0.741,persistent,0.75,contradictory,0.575,scattered_but_progressing,2,0,0.166
1,Transition,550.0038284,focused,0.437,hesitant,0.65,progressing,0.858,transient,0.4,constructive,0.353,focused_progress,0,1,0.184
1,Transition,555.0240012,focused,0.4,inactive,0.87,stalled,0.741,transient,0.4,contradictory,0.635,focused_but_idle,1,2,0.208
1,Transition,560.0004479,searching,0.95,hesitant,0.85,progressing,0.56,transient,0.4,contradictory,0.755,scattered_but_progressing,1,1,0.22
1,Transition,565.0114374,searching,0.612,hesitant,0.85,progressing,0.544,transient,0.4,contradictory,0.578,scattered_but_progressing,1,1,0.163
1,Transition,570.0066563,searching,0.95,hesitant,0.488,progressing,0.795,persistent,0.75,contradictory,0.873,scattered_but_progressing,1,1,0.166
1,Transition,575.0021793,searching,0.791,hesitant,0.488,progressing,0.779,persistent,0.75,contradictory,0.785,scattered_but_progressing,1,1,0.124
1,Transition,580.0005325,searching,0.95,active,0.504,progressing,0.763,persistent,0.75,contradictory,0.857,scattered_but_progressing,1,2,0.158
1,Transition,585.0005314,searching,0.91,hesitant,0.85,progressing,0.36,persistent,0.75,contradictory,0.635,scattered_but_progressing,1,1,0.214
1,Spoke Puzzle: Amount of Sunlight,590.0134169,searching,0.368,hesitant,0.488,progressing,0.731,persistent,0.75,contradictory,0.549,scattered_but_progressing,2,0,0.162
1,Spoke Puzzle: Amount of Sunlight,595.0077176,searching,0.469,active,0.575,progressing,0.9,persistent,0.75,contradictory,0.684,scattered_but_progressing,2,1,0.165
1,Spoke Puzzle: Amount of Sunlight,600.0145511,searching,0.618,hesitant,0.65,progressing,0.767,persistent,0.75,contradictory,0.693,scattered_but_progressing,1,1,0.064
1,Spoke Puzzle: Amount of Sunlight,605.0063748,searching,0.417,inactive,0.64,stalled,0.7,transient,0.4,contradictory,0.528,scanning_but_passive,2,2,0.133
1,Spoke Puzzle: Amount of Sunlight,610.006505,searching,0.95,active,0.591,progressing,0.9,transient,0.4,contradictory,0.925,scattered_but_progressing,1,2,0.226
1,Spoke Puzzle: Amount of Sunlight,615.0065758,searching,0.709,hesitant,0.65,progressing,0.767,transient,0.4,contradictory,0.738,scattered_but_progressing,1,1,0.14
1,Spoke Puzzle: Amount of Sunlight,620.0065852,searching,0.447,hesitant,0.65,progressing,0.767,persistent,0.75,contradictory,0.607,scattered_but_progressing,1,1,0.127
1,Spoke Puzzle: Amount of Sunlight,625.0078952,searching,0.172,inactive,0.739,stalled,0.7,transient,0.4,contradictory,0.456,scanning_but_passive,2,2,0.232
1,Spoke Puzzle: Amount of Sunlight,630.0110803,searching,0.47,hesitant,0.85,progressing,0.633,transient,0.4,contradictory,0.551,scattered_but_progressing,1,1,0.173
1,Spoke Puzzle: Amount of Sunlight,635.0101206,searching,0.817,hesitant,0.488,progressing,0.9,transient,0.4,contradictory,0.859,scattered_but_progressing,1,1,0.212
1,Spoke Puzzle: Amount of Sunlight,640.0052645,searching,0.617,hesitant,0.488,progressing,0.9,persistent,0.75,contradictory,0.758,scattered_but_progressing,1,1,0.153
1,Spoke Puzzle: Amount of Sunlight,645.0022675,searching,0.725,hesitant,0.85,progressing,0.767,persistent,0.75,contradictory,0.746,scattered_but_progressing,1,1,0.047
1,Spoke Puzzle: Amount of Sunlight,650.0051033,searching,0.916,inactive,0.523,stalled,0.7,transient,0.4,contradictory,0.72,scanning_but_passive,2,2,0.194
1,Spoke Puzzle: Amount of Sunlight,655.0013243,searching,0.378,inactive,0.67,stalled,0.7,transient,0.4,contradictory,0.524,scanning_but_passive,2,2,0.149
1,Transition,660.0038116,searching,0.95,hesitant,0.65,progressing,0.767,transient,0.4,contradictory,0.859,scattered_but_progressing,1,1,0.2
1,Transition,665.0114281,searching,0.95,active,0.525,progressing,0.9,transient,0.4,contradictory,0.925,scattered_but_progressing,1,2,0.236
1,Transition,670.0199542,searching,0.95,hesitant,0.65,progressing,0.767,persistent,0.75,contradictory,0.859,scattered_but_progressing,1,1,0.108
1,Transition,675.0065769,focused,0.301,hesitant,0.337,progressing,0.9,transient,0.4,constructive,0.399,focused_progress,0,1,0.242
1,Transition,680.0011968,searching,0.739,active,0.577,progressing,0.9,transient,0.4,contradictory,0.82,scattered_but_progressing,1,2,0.186
1,Transition,685.0223386,searching,0.653,active,0.498,progressing,0.9,transient,0.4,contradictory,0.776,scattered_but_progressing,1,2,0.189
1,Transition,690.0104434,searching,0.637,hesitant,0.85,progressing,0.767,persistent,0.75,contradictory,0.702,scattered_but_progressing,1,1,0.076
1,Transition,695.0080732,focused,0.804,hesitant,0.65,progressing,0.9,transient,0.4,constructive,0.148,focused_progress,0,1,0.189
1,Transition,700.0170827,searching,0.802,hesitant,0.488,progressing,0.9,transient,0.4,contradictory,0.851,scattered_but_progressing,1,1,0.209
1,Transition,705.0014619,searching,0.365,hesitant,0.7,progressing,0.633,transient,0.4,contradictory,0.499,scattered_but_progressing,1,1,0.144
1,Transition,710.0124777,searching,0.738,hesitant,0.85,progressing,0.767,persistent,0.75,contradictory,0.752,scattered_but_progressing,1,1,0.044
1,Transition,715.0108148,searching,0.95,active,0.51,progressing,0.887,persistent,0.75,contradictory,0.918,scattered_but_progressing,1,2,0.169
1,Transition,720.0065038,searching,0.826,active,0.518,progressing,0.871,persistent,0.75,contradictory,0.849,scattered_but_progressing,1,2,0.136
1,Transition,725.0095645,searching,0.95,active,0.447,progressing,0.855,persistent,0.75,contradictory,0.902,scattered_but_progressing,1,2,0.189
1,Transition,730.0117118,searching,0.853,active,0.515,progressing,0.839,persistent,0.75,contradictory,0.846,scattered_but_progressing,1,2,0.135
1,Transition,735.0011043,searching,0.95,hesitant,0.488,progressing,0.823,persistent,0.75,contradictory,0.886,scattered_but_progressing,1,1,0.169
1,Transition,740.0065263,focused,0.751,hesitant,0.637,progressing,0.541,transient,0.4,constructive,0.354,focused_progress,0,1,0.129
1,Transition,745.0035951,focused,0.567,hesitant,0.637,progressing,0.525,transient,0.4,constructive,0.454,focused_progress,0,1,0.086
1,Transition,750.0017897,focused,0.628,hesitant,0.65,progressing,0.776,persistent,0.75,constructive,0.298,focused_progress,0,1,0.063
1,Transition,755.001624,focused,0.605,hesitant,0.637,progressing,0.37,persistent,0.75,constructive,0.513,focused_progress,0,1,0.138
1,Transition,760.0261714,focused,0.407,hesitant,0.488,progressing,0.744,persistent,0.75,constructive,0.424,focused_progress,0,1,0.152
1,Transition,765.0074017,searching,0.362,hesitant,0.488,progressing,0.728,transient,0.4,contradictory,0.545,scattered_but_progressing,2,0,0.142
1,Transition,770.0040567,focused,0.548,hesitant,0.637,progressing,0.334,transient,0.4,constructive,0.559,focused_progress,0,1,0.119
1,Transition,775.003463,focused,0.744,inactive,0.95,stalled,0.846,transient,0.4,contradictory,0.847,focused_but_idle,1,1,0.207
1,Transition,780.0030292,searching,0.226,hesitant,0.7,progressing,0.41,transient,0.4,contradictory,0.318,scattered_but_progressing,1,0,0.17
1,Transition,785.0129657,locked,0.665,inactive,0.95,stalled,0.868,transient,0.4,constructive,0.091,passive_and_stuck,0,3,0.212
1,Transition,790.005386,searching,0.752,inactive,0.882,stalled,0.88,transient,0.4,contradictory,0.817,scanning_but_passive,2,2,0.197
1,Hub Puzzle: Cooking Pot,795.0070998,focused,0.166,hesitant,0.637,failing,0.6,looping,0.65,contradictory,0.383,focused_but_failing,1,0,0.201
1,Hub Puzzle: Cooking Pot,800.0116747,searching,0.231,active,0.407,progressing,0.767,transient,0.4,contradictory,0.499,scattered_but_progressing,1,1,0.195
1,Hub Puzzle: Cooking Pot,805.0264786,searching,0.385,hesitant,0.65,progressing,0.633,transient,0.4,contradictory,0.509,scattered_but_progressing,1,1,0.125
1,Hub Puzzle: Cooking Pot,810.0119232,searching,0.593,inactive,0.631,stalled,0.7,transient,0.4,contradictory,0.612,scanning_but_passive,2,1,0.111
1,Hub Puzzle: Cooking Pot,815.0128563,searching,0.471,hesitant,0.65,progressing,0.767,transient,0.4,contradictory,0.619,scattered_but_progressing,1,0,0.145
1,Hub Puzzle: Cooking Pot,820.0060882,focused,0.593,inactive,0.687,stalled,0.7,transient,0.4,contradictory,0.64,focused_but_idle,1,1,0.12
1,Hub Puzzle: Cooking Pot,825.0046247,searching,0.526,hesitant,0.65,progressing,0.767,transient,0.4,contradictory,0.647,scattered_but_progressing,1,1,0.137
1,Hub Puzzle: Cooking Pot,830.0073105,searching,0.447,hesitant,0.488,progressing,0.633,transient,0.4,contradictory,0.54,scattered_but_progressing,2,0,0.087
1,Hub Puzzle: Cooking Pot,835.0100376,searching,0.783,active,0.643,progressing,0.9,persistent,0.75,contradictory,0.842,scattered_but_progressing,1,2,0.092
1,Hub Puzzle: Cooking Pot,840.0057127,searching,0.518,inactive,0.521,stalled,0.7,transient,0.4,contradictory,0.52,scanning_but_passive,2,1,0.107
1,Hub Puzzle: Cooking Pot,845.0047565,searching,0.613,inactive,0.629,stalled,0.7,transient,0.4,contradictory,0.621,scanning_but_passive,2,2,0.112
1,Hub Puzzle: Cooking Pot,850.0100585,focused,0.607,inactive,0.691,stalled,0.7,looping,0.65,contradictory,0.649,focused_but_idle,1,1,0.037
1,Hub Puzzle: Cooking Pot,855.000081,focused,0.727,inactive,0.681,stalled,0.7,looping,0.65,contradictory,0.704,focused_but_idle,1,1,0.028
1,Hub Puzzle: Cooking Pot,860.002858,locked,0.657,inactive,0.728,stalled,0.7,looping,0.65,constructive,0.286,passive_and_stuck,0,3,0.032
1,Hub Puzzle: Cooking Pot,865.0040756,locked,0.582,inactive,0.731,stalled,0.7,looping,0.65,constructive,0.284,passive_and_stuck,0,3,0.056
1,Hub Puzzle: Cooking Pot,870.009903,focused,0.486,inactive,0.549,stalled,0.7,looping,0.65,contradictory,0.518,focused_but_idle,1,2,0.084
1,Hub Puzzle: Cooking Pot,875.0074448,searching,0.33,hesitant,0.85,progressing,0.767,transient,0.4,contradictory,0.548,scattered_but_progressing,2,0,0.225
1,Hub Puzzle: Cooking Pot,880.0116121,focused,0.398,inactive,0.55,stalled,0.7,transient,0.4,contradictory,0.474,focused_but_idle,1,1,0.125
1,Hub Puzzle: Cooking Pot,885.0022036,focused,0.786,inactive,0.759,stalled,0.7,transient,0.4,contradictory,0.772,focused_but_idle,1,1,0.154
1,Hub Puzzle: Cooking Pot,890.0069663,focused,0.706,hesitant,0.85,progressing,0.767,transient,0.4,constructive,0.264,focused_progress,0,1,0.17
1,Hub Puzzle: Cooking Pot,895.0083275,focused,0.743,inactive,0.821,stalled,0.7,transient,0.4,contradictory,0.782,focused_but_idle,1,1,0.16
1,Hub Puzzle: Cooking Pot,900.0056014,focused,0.773,inactive,0.838,stalled,0.708,transient,0.4,contradictory,0.805,focused_but_idle,1,1,0.168
1,Hub Puzzle: Cooking Pot,905.0011908,focused,0.669,inactive,0.841,stalled,0.719,looping,0.85,contradictory,0.755,focused_but_idle,1,1,0.078
1,Hub Puzzle: Cooking Pot,910.0016414,locked,0.665,inactive,0.878,stalled,0.731,looping,0.65,constructive,0.196,passive_and_stuck,0,3,0.09
1,Hub Puzzle: Cooking Pot,915.0133265,focused,0.689,inactive,0.887,stalled,0.742,looping,0.65,contradictory,0.788,focused_but_idle,1,1,0.09
1,Hub Puzzle: Cooking Pot,920.0041175,focused,0.465,inactive,0.906,stalled,0.753,looping,0.65,contradictory,0.877,pop_says_solving_but_stalled,2,1,0.16
1,Hub Puzzle: Cooking Pot,925.0033223,focused,0.363,inactive,0.678,stalled,0.7,looping,0.85,contradictory,0.52,focused_but_idle,1,2,0.177
1,Hub Puzzle: Cooking Pot,930.007952,searching,0.551,inactive,0.628,stalled,0.7,looping,0.65,contradictory,0.59,scanning_but_passive,2,2,0.054
1,Hub Puzzle: Cooking Pot,935.0132876,searching,0.234,inactive,0.653,stalled,0.7,looping,0.65,contradictory,0.444,scanning_but_passive,2,2,0.189
