participant_id,window_start,expert_state,expert_action,expert_prompt_type,expert_content,expert_rule,expert_prompt_count,mapped_gaze_on_instruction,mapped_puzzle_interaction,mapped_object_in_hand,mapped_area_type,mapped_no_trigger_time
6,1110.013117,EXPLORE,PROMPT,V,Try to explore other puzzles,RULE_3_NO_ENTRY,0,0.05,True,False,hub,1115.0
6,1115.0143716,EXPLORE,NONE,,,RULE_3_NO_ENTRY,0,0.0,True,False,hub,1120.0
6,1120.0075314,EXPLORE,NONE,,,RULE_3_NO_ENTRY,0,0.54,True,True,hub,1125.0
6,1125.0014383,EXPLORE,NONE,,,RULE_3_NO_ENTRY,0,0.63,True,False,hub,1130.0
6,1130.0078052,EXPLORE,NONE,,,RULE_3_NO_ENTRY,0,0.0,True,False,hub,1135.0
6,1135.003081,EXPLORE,NONE,,,RULE_3_NO_ENTRY,0,0.0,True,True,hub,1140.0
6,1140.004351,EXPLORE,NONE,,,RULE_3_NO_ENTRY,0,0.12,True,True,hub,1145.0
6,1145.012512,EXPLORE,PROMPT,V,Try to explore other puzzles,RULE_3_NO_ENTRY,0,0.02,True,False,hub,1150.0
6,1150.0083619,EXPLORE,NONE,,,RULE_3_NO_ENTRY,0,0.0,True,False,hub,1155.0
6,1155.0098023,EXPLORE,NONE,,,RULE_3_NO_ENTRY,0,0.0,True,False,hub,1160.0
6,1160.0078778,EXPLORE,NONE,,,RULE_3_NO_ENTRY,0,0.12,True,False,hub,1165.0
6,1165.0127563,EXPLORE,NONE,,,RULE_3_NO_ENTRY,0,0.0,True,False,hub,1170.0
6,1170.0106338,EXPLORE,NONE,,,RULE_3_NO_ENTRY,0,0.0,True,False,hub,1175.0
6,1175.0255758,EXPLORE,PROMPT,V,Try to explore other puzzles,RULE_3_NO_ENTRY,0,0.19,True,False,hub,1180.0
6,1180.0019025,EXPLORE,NONE,,,RULE_3_NO_ENTRY,0,0.0,False,False,hub,1185.0
6,1185.0125096,EXPLORE,NONE,,,RULE_3_NO_ENTRY,0,0.0,True,False,hub,1190.0
6,1190.0083792,EXPLORE,NONE,,,RULE_3_NO_ENTRY,0,0.0,True,False,hub,1195.0
6,1195.0054426,EXPLORE,NONE,,,RULE_3_NO_ENTRY,0,0.0,True,False,hub,1200.0
6,1200.0099005,EXPLORE,NONE,,,RULE_3_NO_ENTRY,0,0.0,True,False,hub,1205.0
6,1205.008844,EXPLORE,NONE,,,RULE_3_NO_ENTRY,0,0.0,True,False,hub,1210.0
6,1210.0049775,EXPLORE,PROMPT,V,Try to explore other puzzles,RULE_3_NO_ENTRY,0,0.0,True,False,hub,1215.0
6,1215.0005038,EXPLORE,NONE,,,RULE_3_NO_ENTRY,0,0.0,True,False,hub,1220.0
6,1220.0100151,EXPLORE,NONE,,,RULE_3_NO_ENTRY,0,0.0,True,False,hub,1225.0
6,1225.0063149,EXPLORE,NONE,,,RULE_3_NO_ENTRY,0,0.0,True,False,hub,1230.0
6,1230.0061177,EXPLORE,NONE,,,RULE_3_NO_ENTRY,0,0.0,True,False,hub,1235.0
6,1235.0117325,EXPLORE,NONE,,,RULE_3_NO_ENTRY,0,0.0,True,True,hub,1240.0
6,1240.0083119,EXPLORE,PROMPT,V,Try to explore other puzzles,RULE_3_NO_ENTRY,0,0.0,True,False,hub,1245.0
6,1245.011629,EXPLORE,NONE,,,RULE_3_NO_ENTRY,0,0.0,True,False,hub,1250.0
6,1250.0139659,EXPLORE,NONE,,,RULE_3_NO_ENTRY,0,0.21,True,True,hub,1255.0
6,1255.0051996,EXPLORE,NONE,,,RULE_3_NO_ENTRY,0,0.44,True,False,hub,1260.0
6,1260.0151008,EXPLORE,NONE,,,RULE_3_NO_ENTRY,0,0.23,True,False,hub,1265.0
6,1265.0105733,EXPLORE,NONE,,,RULE_3_NO_ENTRY,0,0.0,False,False,hub,1270.0
6,1270.011072,EXPLORE,PROMPT,V,Try to explore other puzzles,RULE_3_NO_ENTRY,0,0.0,False,False,hub,1275.0
6,1275.005101,EXPLORE,NONE,,,RULE_3_NO_ENTRY,0,0.68,True,False,hub,1280.0
6,1280.0068467,EXPLORE,NONE,,,RULE_3_NO_ENTRY,0,0.73,True,False,hub,1285.0
6,1285.0026941,EXPLORE,NONE,,,RULE_3_NO_ENTRY,0,1.88,True,False,hub,1290.0
6,1290.0011384,EXPLORE,NONE,,,RULE_3_NO_ENTRY,0,4.72,False,False,hub,1295.0
6,1295.0014529,EXPLORE,NONE,,,RULE_3_NO_ENTRY,0,2.41,True,False,hub,1300.0
6,1300.0237241,EXPLORE,PROMPT,V,Try to explore other puzzles,RULE_3_NO_ENTRY,0,2.5,True,False,hub,1305.0
6,1305.0072629,EXPLORE,NONE,,,RULE_3_NO_ENTRY,0,0.0,False,False,hub,1310.0
6,1310.0038868,EXPLORE,NONE,,,RULE_3_NO_ENTRY,0,0.06,True,False,hub,1315.0
6,1315.0033386,EXPLORE,NONE,,,RULE_3_NO_ENTRY,0,0.99,True,False,hub,1320.0
6,1320.0027997,EXPLORE,NONE,,,RULE_3_NO_ENTRY,0,0.0,False,False,hub,1325.0
6,1325.0069368,EXPLORE,NONE,,,RULE_3_NO_ENTRY,0,0.0,True,False,hub,1330.0
6,1330.0056616,EXPLORE,NONE,,,RULE_3_NO_ENTRY,0,0.0,True,False,hub,1335.0
6,1335.0039535,EXPLORE,PROMPT,V,Try to explore other puzzles,RULE_3_NO_ENTRY,0,0.0,True,False,hub,1340.0
6,1340.0238105,EXPLORE,NONE,,,RULE_3_NO_ENTRY,0,4.22,True,False,hub,1345.0
6,1345.0123749,EXPLORE,NONE,,,RULE_3_NO_ENTRY,0,0.25,True,False,hub,1350.0
6,1350.0100356,EXPLORE,NONE,,,RULE_3_NO_ENTRY,0,0.0,True,False,hub,1355.0
6,1355.0190457,EXPLORE,NONE,,,RULE_3_NO_ENTRY,0,0.0,False,False,hub,1360.0
6,1360.0055756,EXPLORE,NONE,,,RULE_3_NO_ENTRY,0,0.0,False,False,hub,1365.0
6,1365.0040356,EXPLORE,PROMPT,V,Try to explore other puzzles,RULE_3_NO_ENTRY,0,0.0,False,False,hub,1370.0
6,1370.0120403,EXPLORE,NONE,,,RULE_3_NO_ENTRY,0,2.32,True,False,hub,1375.0
6,1375.0117067,EXPLORE,NONE,,,RULE_3_NO_ENTRY,0,2.39,True,False,hub,1380.0
6,1380.0137735,EXPLORE,NONE,,,RULE_3_NO_ENTRY,0,0.02,True,False,hub,1385.0
6,1385.0017462,EXPLORE,NONE,,,RULE_3_NO_ENTRY,0,0.0,True,False,hub,1390.0
6,1390.0011416,EXPLORE,NONE,,,RULE_3_NO_ENTRY,0,0.0,True,False,hub,1395.0
6,1395.0093037,EXPLORE,PROMPT,V,Try to explore other puzzles,RULE_3_NO_ENTRY,0,0.02,True,True,hub,1400.0
6,1400.0110209,EXPLORE,NONE,,,RULE_3_NO_ENTRY,0,0.24,True,False,hub,1405.0
6,1405.0106067,EXPLORE,NONE,,,RULE_3_NO_ENTRY,0,0.0,True,False,hub,1410.0
6,1410.0011809,EXPLORE,NONE,,,RULE_3_NO_ENTRY,0,0.0,True,True,hub,1415.0
6,1415.0239772,EXPLORE,NONE,,,RULE_3_NO_ENTRY,0,1.47,True,False,hub,1420.0
6,1420.0229821,EXPLORE,NONE,,,RULE_3_NO_ENTRY,0,0.05,True,False,hub,1425.0
6,1425.0029642,EXPLORE,NONE,,,RULE_3_NO_ENTRY,0,0.0,True,False,hub,1430.0
6,1430.0044174,EXPLORE,PROMPT,V,Try to explore other puzzles,RULE_3_NO_ENTRY,0,0.0,True,False,hub,1435.0
6,1435.003625,EXPLORE,NONE,,,RULE_3_NO_ENTRY,0,0.0,False,False,hub,1440.0
6,1440.0050115,EXPLORE,NONE,,,RULE_3_NO_ENTRY,0,0.0,False,False,hub,1445.0
6,1445.0004319,EXPLORE,NONE,,,RULE_3_NO_ENTRY,0,0.0,True,False,hub,1450.0
6,1450.0271086,EXPLORE,NONE,,,RULE_3_NO_ENTRY,0,0.17,True,False,hub,1455.0
