fixation_count,fixation_duration_mean,fixation_duration_max,fixation_duration_std,saccade_count,saccade_amplitude_mean,saccade_amplitude_max,gaze_target_entropy,n_unique_targets,clue_dwell,puzzle_dwell,env_dwell,puzzle_object_ratio,gaze_head_coupling,revisit_rate,gaze_dispersion,eye_confidence_mean,blink_proxy,n_gaze_samples,participant_id,window_start
6,0.7952,3.1351,1.0743,5,0.6321,12.2991,1.075,4,0.0107,0.0,0.9893,0.0107,0.0341,0.5,0.2161,1.0,0.0,375,22,640.0
1,4.9847,4.9847,0.0,0,0.3013,2.58,-0.0,1,0.0,0.0,1.0,0.0,0.406,0.0,0.0652,1.0,0.0,368,22,645.0
2,2.4896,2.6878,0.1981,1,0.6583,14.7737,0.9945,2,0.0,0.0,1.0,0.0,0.0011,0.0,0.2134,1.0,0.0,377,22,650.0
4,1.2336,2.2637,0.6378,3,0.3008,8.2203,0.9364,2,0.0,0.0,1.0,0.0,0.0036,0.5,0.0619,1.0,0.0,363,22,655.0
5,0.9819,1.8175,0.655,4,0.3873,6.639,0.971,2,0.0,0.0,1.0,0.0,0.0795,0.6,0.059,1.0,0.0,370,22,660.0
4,1.2388,2.2376,0.6035,3,0.308,5.3951,0.9806,2,0.0,0.0,1.0,0.0,0.0335,0.5,0.0556,1.0,0.0,385,22,665.0
4,0.8028,2.0962,0.8015,3,0.8601,14.1416,1.9065,6,0.084,0.0,0.916,0.084,0.5446,0.0,0.2677,1.0,0.0,369,22,670.0
1,4.9796,4.9796,0.0,0,0.8813,13.7021,-0.0,1,0.0,0.0,1.0,0.0,0.0034,0.0,0.1853,1.0,0.0,374,22,675.0
2,2.3833,3.6784,1.2951,1,0.5113,13.677,0.1613,2,0.0,0.0,1.0,0.0,0.0094,0.5,0.1401,1.0,0.0,381,22,680.0
4,1.2324,1.9467,0.5878,3,0.4335,9.4074,0.9999,2,0.0,0.0,1.0,0.0,0.4855,0.5,0.2601,1.0,0.0,359,22,685.0
6,0.8168,1.8622,0.5614,5,0.3012,5.7194,0.8919,2,0.0,0.0,1.0,0.0,0.0428,0.6667,0.0444,1.0,0.0,369,22,690.0
4,1.2347,3.9331,1.5596,3,0.2544,5.6616,0.6459,2,0.0,0.0,1.0,0.0,0.0631,0.5,0.0426,1.0,0.0,376,22,695.0
9,0.4828,1.3975,0.3675,8,0.9069,13.4773,1.5454,4,0.0,0.0,0.8564,0.0,0.0369,0.6667,0.2767,1.0,0.0,369,22,700.0
6,0.7432,1.4537,0.5371,5,0.7445,12.6603,1.2603,4,0.0,0.0,0.8533,0.0,0.2029,0.3333,0.2643,1.0,0.0,375,22,705.0
6,0.7716,1.6119,0.5903,5,0.8134,13.8081,1.3395,3,0.5256,0.0,0.4744,0.5256,0.4159,0.5,0.1831,1.0,0.0,371,22,710.0
8,0.6046,2.1634,0.6281,7,0.7822,12.8162,1.0506,4,0.0625,0.0,0.9375,0.0625,0.0902,0.5,0.184,1.0,0.0,352,22,715.0
1,4.9901,4.9901,0.0,0,0.3254,3.7589,-0.0,1,0.0,0.0,1.0,0.0,0.0181,0.0,0.0325,1.0,0.0,364,22,720.0
9,0.471,1.3496,0.3397,8,1.5131,13.9154,2.3003,8,0.1603,0.0,0.6739,0.1603,0.1364,0.3333,0.4873,1.0,0.0,368,22,725.0
9,0.5049,2.2909,0.6487,8,1.4219,14.4678,1.7347,5,0.1582,0.0,0.7373,0.1582,0.028,0.5556,0.362,1.0,0.0,373,22,730.0
4,1.0873,2.4254,0.8203,3,1.0962,12.8943,1.3987,10,0.0,0.0,0.9914,0.0,0.2713,0.5,0.2385,1.0,0.0,348,22,735.0
4,0.8853,2.857,1.1409,3,0.6815,12.3101,2.5089,17,0.0,0.1886,0.8114,0.1886,0.5087,0.0,0.8523,1.0,0.0,350,22,740.0
10,0.3556,0.9132,0.2445,9,1.0735,13.5996,3.028,23,0.1457,0.2029,0.6514,0.3486,0.074,0.5,0.7063,1.0,0.0,350,22,745.0
1,4.9837,4.9837,0.0,0,0.7175,32.754,-0.0,1,0.0,0.0,1.0,0.0,0.8041,0.0,0.2714,1.0,0.0,362,22,750.0
10,0.4357,0.9408,0.299,9,0.8474,13.9975,1.9208,9,0.0431,0.0216,0.9326,0.0647,0.2932,0.7,0.3143,1.0,0.0,371,22,755.0
4,1.0222,1.5339,0.5737,3,0.818,14.4309,2.3844,11,0.3102,0.0,0.5348,0.3102,0.4431,0.0,0.286,1.0,0.0,374,22,760.0
10,0.4124,0.7156,0.2026,9,0.6413,14.0073,2.3627,12,0.2757,0.0,0.5189,0.2757,0.166,0.6,0.2291,1.0,0.0,370,22,765.0
5,0.9657,3.7157,1.3854,4,0.4417,8.6762,0.4704,3,0.9288,0.0,0.0712,0.9288,0.0368,0.6,0.0875,1.0,0.0,379,22,770.0
6,0.7856,2.5878,0.8518,5,0.6879,11.1453,1.503,4,0.3287,0.0,0.6713,0.3287,0.1899,0.3333,0.3315,1.0,0.0,359,22,775.0
3,1.4953,2.1732,0.6304,2,0.9164,12.6479,0.818,5,0.0157,0.0,0.9685,0.0157,0.0146,0.3333,0.3292,1.0,0.0,381,22,780.0
4,1.2251,2.2433,0.7722,3,0.6447,12.2942,0.5587,3,0.0079,0.0,0.9921,0.0079,0.0006,0.5,0.1982,1.0,0.0,380,22,785.0
6,0.8101,2.6191,0.8567,5,0.9006,12.7665,0.9007,3,0.1937,0.0,0.8063,0.1937,0.0149,0.5,0.3093,1.0,0.0,382,22,790.0
9,0.4648,0.8894,0.2574,8,1.175,11.8586,1.8546,5,0.0,0.0,0.8429,0.0,0.2184,0.5556,0.3371,1.0,0.0,382,22,795.0
10,0.432,1.2543,0.2957,9,0.7155,14.561,1.4252,4,0.5974,0.0,0.4026,0.5974,0.0208,0.7,0.2078,1.0,0.0,380,22,800.0
11,0.3983,2.1124,0.5537,10,0.9508,14.3779,1.4042,4,0.1695,0.0,0.7385,0.1695,0.0845,0.6364,0.2422,1.0,0.0,348,22,805.0
12,0.3307,1.0091,0.2211,11,1.4358,16.0946,1.6968,7,0.0831,0.0554,0.7119,0.1385,0.0189,0.6667,0.4057,1.0,0.0,361,22,810.0
10,0.3532,1.4478,0.3779,9,0.8564,13.5912,2.9417,16,0.0,0.0854,0.4573,0.0854,0.1456,0.3,0.4067,1.0,0.0,363,22,815.0
8,0.5686,2.1829,0.6841,7,0.6529,12.4378,1.9197,8,0.0,0.0167,0.9778,0.0167,0.2849,0.375,0.4209,1.0,0.0,360,22,820.0
7,0.6665,1.2308,0.3185,6,0.2956,5.2061,1.1923,4,0.0,0.0,0.9864,0.0,0.1885,0.7143,0.1647,1.0,0.0,367,22,825.0
7,0.4987,1.8213,0.5808,6,0.6944,10.6757,2.5656,13,0.0929,0.0383,0.8661,0.1311,0.2935,0.2857,0.8389,1.0,0.0,366,22,830.0
6,0.4112,0.7873,0.214,5,0.8593,15.0317,2.9308,18,0.0,0.0058,0.965,0.0058,0.043,0.5,0.8805,1.0,0.0,343,22,835.0
1,4.9642,4.9642,0.0,0,0.4277,8.3512,-0.0,1,0.0,0.0,1.0,0.0,0.1062,0.0,0.1195,1.0,0.0,360,22,840.0
2,2.2424,3.1353,0.8929,1,0.4344,9.3094,0.4848,6,0.0,0.0,1.0,0.0,0.2225,0.5,0.0937,1.0,0.0,378,22,845.0
1,4.9841,4.9841,0.0,0,0.4186,9.4317,-0.0,1,0.0,0.0,1.0,0.0,0.1079,0.0,0.0432,1.0,0.0,387,22,850.0
2,2.4152,4.1959,1.7807,1,0.5675,11.8026,0.703,3,0.0,0.0,1.0,0.0,0.0415,0.0,0.1346,1.0,0.0,364,22,855.0
1,4.9641,4.9641,0.0,0,0.4963,9.1583,-0.0,1,0.0,0.0,1.0,0.0,0.1498,0.0,0.0464,1.0,0.0,379,22,860.0
5,0.9529,1.916,0.6532,4,0.9373,14.6589,1.1827,4,0.0,0.0,1.0,0.0,0.2043,0.4,0.2791,1.0,0.0,344,22,865.0
10,0.383,1.8241,0.5013,9,1.3939,19.0461,1.966,7,0.0,0.0144,0.9856,0.0144,0.0611,0.6,0.3807,1.0,0.0,348,22,870.0
6,0.7971,3.2798,1.1198,5,0.7696,12.1682,1.2372,5,0.0,0.1057,0.8943,0.1057,0.0103,0.5,0.3505,1.0,0.0,369,22,875.0
4,1.0891,2.9884,1.1024,3,0.7406,12.6487,1.7683,9,0.0,0.0,0.9395,0.0,0.0179,0.25,0.3553,1.0,0.0,380,22,880.0
7,0.5071,1.4163,0.4062,6,0.6211,11.378,1.8748,10,0.0,0.0,0.9603,0.0,0.0873,0.5714,0.2384,1.0,0.0,353,22,885.0
2,2.1433,3.7756,1.6323,1,0.9265,12.6228,1.1765,5,0.0,0.0251,0.9749,0.0251,0.2056,0.0,0.3169,1.0,0.0,359,22,890.0
1,4.9807,4.9807,0.0,0,0.3426,6.6453,-0.0,1,0.0,0.0,1.0,0.0,0.0876,0.0,0.0371,1.0,0.0,346,22,895.0
5,0.8406,1.7709,0.5648,4,0.98,14.7967,1.7086,10,0.0,0.0994,0.8693,0.0994,0.0243,0.4,0.3624,1.0,0.0,352,22,900.0
8,0.541,1.5765,0.429,7,1.0423,16.3647,2.5162,9,0.0,0.2818,0.7182,0.2818,0.4164,0.125,0.353,1.0,0.0,362,22,905.0
9,0.4304,1.0374,0.3267,8,0.5612,10.6539,2.0246,6,0.0,0.0796,0.9204,0.0796,0.384,0.4444,0.1436,1.0,0.0,339,22,910.0
6,0.76,2.3998,0.7481,5,0.5873,11.2997,1.4738,4,0.0,0.0,1.0,0.0,0.1718,0.3333,0.1022,1.0,0.0,338,22,915.0
6,0.7961,1.8403,0.5107,5,0.6187,14.6574,1.1292,3,0.0,0.0,1.0,0.0,0.1286,0.6667,0.1598,1.0,0.0,355,22,920.0
3,1.5764,2.6249,0.8388,2,0.6235,13.0366,1.1553,4,0.0,0.0,1.0,0.0,0.1707,0.3333,0.2402,1.0,0.0,335,22,925.0
4,1.237,4.2591,1.7505,3,0.4892,12.8541,0.5855,3,0.0,0.0,1.0,0.0,0.1629,0.25,0.1701,1.0,0.0,361,22,930.0
9,0.4934,1.1121,0.3362,8,1.4107,15.2869,1.4622,7,0.0057,0.0737,0.9207,0.0793,0.1064,0.5556,0.4043,1.0,0.0,353,22,935.0
9,0.3843,1.569,0.4287,8,1.3353,16.4765,2.0382,11,0.0,0.1927,0.7626,0.1927,0.3195,0.3333,0.3551,1.0,0.0,358,22,940.0
6,0.7923,2.266,0.7143,5,0.7429,12.6164,1.1489,4,0.0,0.0471,0.9529,0.0471,0.1619,0.5,0.2236,1.0,0.0,361,22,945.0
8,0.5238,1.8814,0.5508,7,0.846,15.7635,2.1709,11,0.0,0.1201,0.8492,0.1201,0.3267,0.375,0.3271,1.0,0.0,358,22,950.0
6,0.8138,3.1459,1.0614,5,0.7532,13.4816,1.1519,5,0.0,0.026,0.974,0.026,0.4342,0.1667,0.2695,1.0,0.0,346,22,955.0
5,0.9455,3.0044,1.0663,4,1.0565,13.5694,0.881,3,0.0,0.0,1.0,0.0,0.5002,0.6,0.2924,1.0,0.0,355,22,960.0
6,0.8156,1.798,0.6425,5,0.4752,11.706,1.5712,4,0.0,0.0,1.0,0.0,0.4528,0.5,0.1956,1.0,0.0,363,22,965.0
1,4.991,4.991,0.0,0,0.6275,13.8315,-0.0,1,0.0,0.0,1.0,0.0,0.176,0.0,0.1352,1.0,0.0,344,22,970.0
8,0.4668,1.5768,0.4607,7,1.3689,14.6579,2.5316,15,0.2188,0.0055,0.759,0.2244,0.1135,0.5,0.5813,1.0,0.0,361,22,975.0
8,0.3979,0.8281,0.2154,7,1.4271,13.872,3.189,27,0.1944,0.0611,0.725,0.2556,0.0476,0.5,0.5942,1.0,0.0,360,22,980.0
13,0.3178,0.7431,0.1878,12,0.4096,9.255,2.796,10,0.0,0.5491,0.4509,0.5491,0.1902,0.5385,0.7106,1.0,0.0,326,22,985.0
15,0.2867,0.5999,0.1391,14,0.7048,10.4481,3.1316,16,0.0236,0.4307,0.5103,0.4543,0.1041,0.3333,0.4585,1.0,0.0,339,22,990.0
11,0.2693,0.5586,0.1407,10,0.6289,14.3911,1.9869,5,0.3323,0.0,0.6677,0.3323,0.0524,0.6364,0.2109,1.0,0.0,313,22,995.0
12,0.1638,0.4007,0.1027,11,0.5756,10.5586,1.2462,4,0.0955,0.0806,0.8239,0.1761,0.1649,0.75,0.0918,1.0,0.0,335,22,1000.0
14,0.1632,0.232,0.0475,13,0.5656,10.5779,2.2746,7,0.0799,0.1183,0.8018,0.1982,0.0331,0.7143,0.2168,1.0,0.0,338,22,1005.0
8,0.137,0.1862,0.0344,7,0.481,9.4924,0.5172,2,0.1158,0.0,0.8842,0.1158,0.1206,0.875,0.0506,1.0,0.0,354,22,1010.0
8,0.2575,0.6992,0.1881,7,1.803,17.019,2.9859,17,0.0195,0.3225,0.6515,0.342,0.2192,0.5,0.4354,1.0,0.0,307,22,1015.0
9,0.1314,0.1793,0.0253,8,0.4912,8.8563,0.5207,2,0.117,0.0,0.883,0.117,0.0298,0.8889,0.0514,1.0,0.0,359,22,1020.0
7,0.278,0.8084,0.2304,6,0.3989,10.2261,0.9965,2,0.4652,0.0,0.5348,0.4652,0.1777,0.7143,0.0921,1.0,0.0,359,22,1025.0
8,0.2343,0.3959,0.0973,7,0.8374,15.5741,1.4891,7,0.2143,0.0857,0.7,0.3,0.3338,0.5,0.2381,1.0,0.0,350,22,1030.0
13,0.3308,0.6179,0.158,12,0.7787,13.9016,2.8038,11,0.0,0.6851,0.2662,0.6851,0.206,0.3846,0.249,1.0,0.0,308,22,1035.0
7,0.6351,3.3004,1.0891,6,0.4442,11.6287,1.6934,8,0.0,0.3285,0.6715,0.3285,0.2116,0.2857,0.1311,1.0,0.0,277,22,1040.0
4,0.8825,2.7761,1.0986,3,0.7944,12.705,2.1609,14,0.0,0.2801,0.684,0.2801,0.2823,0.25,0.4016,1.0,0.0,307,22,1045.0
4,1.1792,3.2652,1.2163,3,0.4996,13.3408,0.7953,2,0.0,0.0,1.0,0.0,0.4092,0.5,0.1257,1.0,0.0,304,22,1050.0
4,1.2071,2.2833,0.7296,3,0.4298,11.6585,0.4276,2,0.0,0.0,1.0,0.0,0.0942,0.5,0.0618,1.0,0.0,332,22,1055.0
5,0.9021,3.6881,1.3949,4,0.5154,12.7563,0.8424,3,0.0,0.0,1.0,0.0,0.3194,0.6,0.1414,1.0,0.0,317,22,1060.0
6,0.7243,1.7943,0.5166,5,0.7832,17.3435,1.6748,7,0.0,0.0772,0.9167,0.0772,0.3936,0.3333,0.1799,1.0,0.0,324,22,1065.0
8,0.5675,2.3276,0.6835,7,1.0352,16.7753,2.1405,13,0.0,0.2335,0.7545,0.2335,0.0505,0.25,0.4359,1.0,0.0,334,22,1070.0
4,1.1938,3.789,1.5056,3,0.3559,6.6026,1.095,5,0.0,0.2203,0.7797,0.2203,0.2723,0.0,0.0581,1.0,0.0,345,22,1075.0
10,0.449,1.5036,0.4329,9,1.066,12.2063,1.8796,7,0.0,0.1612,0.8388,0.1612,0.0538,0.4,0.3119,1.0,0.0,335,22,1080.0
1,4.9805,4.9805,0.0,0,0.49,13.534,-0.0,1,0.0,0.0,1.0,0.0,0.304,0.0,0.1004,1.0,0.0,335,22,1085.0
7,0.6548,1.8745,0.6126,6,0.6897,14.1061,1.423,6,0.0,0.0491,0.9509,0.0491,0.1943,0.5714,0.3766,1.0,0.0,326,22,1090.0
7,0.6728,2.715,0.8751,6,0.4241,9.669,0.7943,3,0.0,0.0,1.0,0.0,0.2801,0.5714,0.2063,1.0,0.0,331,22,1095.0
5,0.8306,1.317,0.3973,4,0.792,11.8654,1.6306,9,0.0118,0.0235,0.9,0.0353,0.2082,0.6,0.3178,1.0,0.0,340,22,1100.0
2,2.412,4.5487,2.1367,1,0.5414,7.9206,0.4838,4,0.0,0.0,1.0,0.0,0.3042,0.0,0.2067,1.0,0.0,326,22,1105.0
2,2.4301,4.5839,2.1537,1,0.8838,12.547,0.4504,3,0.0,0.0,1.0,0.0,0.2698,0.0,0.192,1.0,0.0,303,22,1110.0
10,0.4238,0.9569,0.2968,9,0.7946,10.5698,2.3738,11,0.0,0.3794,0.6206,0.3794,0.0256,0.4,0.4454,1.0,0.0,311,22,1115.0
5,0.9219,1.8864,0.5464,4,0.7092,13.6256,1.3235,7,0.0,0.0462,0.9415,0.0462,0.2851,0.6,0.1957,1.0,0.0,325,22,1120.0
1,4.9855,4.9855,0.0,0,0.6177,13.2714,-0.0,1,0.0,0.0,1.0,0.0,0.2066,0.0,0.1893,1.0,0.0,308,22,1125.0
4,1.0298,3.7424,1.5663,3,0.7216,13.4736,1.4789,11,0.019,0.1619,0.819,0.181,0.0091,0.25,0.4193,1.0,0.0,315,22,1130.0
14,0.2569,0.6935,0.1598,13,0.4536,10.5726,2.3938,14,0.0059,0.1412,0.7441,0.1471,0.2821,0.6429,0.4845,1.0,0.0,340,22,1135.0
8,0.2857,0.6702,0.1793,7,0.9984,13.4108,2.6257,19,0.0511,0.1051,0.7131,0.1562,0.5239,0.625,0.3345,1.0,0.0,352,22,1140.0
7,0.6761,1.7493,0.6244,6,0.7193,14.136,1.4023,5,0.0836,0.0027,0.9137,0.0863,0.458,0.5714,0.5392,1.0,0.0,371,22,1145.0
1,4.9186,4.9186,0.0,0,0.9414,12.9906,0.0702,2,0.0,0.0,1.0,0.0,0.4144,0.0,0.2577,1.0,0.0,356,22,1150.0
4,1.1046,3.7495,1.5278,3,0.7752,12.3091,1.2452,8,0.0,0.0,0.9129,0.0,0.3937,0.25,0.367,1.0,0.0,379,22,1155.0
3,1.6108,4.5816,2.1007,2,0.6473,11.7913,0.3571,4,0.0,0.0,1.0,0.0,0.0114,0.3333,0.1962,1.0,0.0,356,22,1160.0
6,0.7347,2.0723,0.7295,5,1.175,15.7285,1.4789,7,0.0088,0.115,0.8673,0.1239,0.0787,0.5,0.3614,1.0,0.0,339,22,1165.0
11,0.3723,1.1075,0.3104,10,1.3482,14.394,2.6901,14,0.0,0.0,0.7615,0.0,0.4924,0.3636,0.5339,1.0,0.0,348,22,1170.0
10,0.2997,1.2987,0.3363,9,1.4076,15.1364,2.6292,12,0.0402,0.1638,0.5029,0.204,0.0947,0.4,0.5162,1.0,0.0,348,22,1175.0
8,0.5273,2.0846,0.6062,7,1.2688,14.9526,2.1281,10,0.0,0.0,0.8798,0.0,0.5937,0.375,0.6274,1.0,0.0,366,22,1180.0
8,0.5244,2.512,0.7589,7,0.8948,11.0493,1.8853,13,0.0,0.1275,0.8658,0.1275,0.5203,0.5,0.4092,1.0,0.0,298,22,1185.0
2,2.108,2.6534,0.5453,1,0.4784,11.3648,0.7539,4,0.0202,0.1329,0.8468,0.1532,0.2682,0.5,0.1275,1.0,0.0,346,22,1190.0
8,0.593,1.4793,0.3798,7,0.6095,11.1672,1.9533,5,0.0,0.0,0.9595,0.0,0.1345,0.375,1.3713,1.0,0.0,321,22,1195.0
4,1.1845,3.4427,1.3141,3,0.564,10.9456,1.0526,6,0.0,0.0,0.9687,0.0,0.0741,0.25,0.5225,1.0,0.0,351,22,1200.0
8,0.4877,1.4197,0.4218,7,1.1763,12.6768,2.0886,9,0.0,0.0028,0.7922,0.0028,0.0425,0.375,0.3293,1.0,0.0,361,22,1205.0
8,0.5387,1.4457,0.3687,7,0.6763,14.1644,2.4329,10,0.8347,0.0275,0.0854,0.8623,0.0542,0.25,0.2151,1.0,0.0,363,22,1210.0
8,0.4709,1.2575,0.3565,7,0.6016,10.9973,2.4143,12,0.7851,0.0,0.1405,0.7851,0.0309,0.375,0.1599,1.0,0.0,363,22,1215.0
9,0.4706,0.796,0.2291,8,0.5497,11.7396,3.14,13,0.7507,0.0,0.2175,0.7507,0.0086,0.1111,0.2333,1.0,0.0,377,22,1220.0
4,1.2125,3.3199,1.2752,3,0.9328,12.4215,1.0206,3,0.0,0.0,1.0,0.0,0.0247,0.25,0.4714,1.0,0.0,331,22,1225.0
6,0.5809,1.3277,0.5245,5,1.0688,15.9787,2.7855,16,0.5069,0.0165,0.4711,0.5234,0.0035,0.3333,0.474,1.0,0.0,363,22,1230.0
1,4.9835,4.9835,0.0,0,0.7305,11.4458,-0.0,1,0.0,0.0,1.0,0.0,0.1289,0.0,0.2401,1.0,0.0,381,22,1235.0
2,2.4676,4.5029,2.0353,1,0.7954,16.2153,0.0655,2,0.0,0.0,1.0,0.0,0.0499,0.5,0.2449,1.0,0.0,387,22,1240.0
1,4.998,4.998,0.0,0,0.5445,8.2029,-0.0,1,0.0,0.0,1.0,0.0,0.0359,0.0,0.0596,1.0,0.0,390,22,1245.0
1,4.9696,4.9696,0.0,0,0.5931,11.1145,-0.0,1,0.0,0.0,1.0,0.0,0.0907,0.0,0.1,1.0,0.0,377,22,1250.0
3,1.6502,2.9511,1.0981,2,0.6532,11.3101,0.312,2,0.0561,0.0,0.9439,0.0561,0.1056,0.3333,0.2172,1.0,0.0,374,22,1255.0
1,4.9866,4.9866,0.0,0,0.7118,13.5327,-0.0,1,0.0,0.0,1.0,0.0,0.0845,0.0,0.2711,1.0,0.0,389,22,1260.0
6,0.7583,2.6468,0.9106,5,0.8329,13.2558,1.1699,5,0.0,0.0052,0.9948,0.0052,0.0471,0.6667,0.3258,1.0,0.0,383,22,1265.0
4,1.2165,2.511,0.7615,3,0.6027,10.018,0.9808,3,0.0,0.0,1.0,0.0,0.0193,0.5,0.2259,1.0,0.0,367,22,1270.0
2,2.4865,4.0902,1.6037,1,0.9591,12.9882,0.6898,2,0.0,0.0,1.0,0.0,0.0458,0.0,0.2792,1.0,0.0,374,22,1275.0
7,0.6513,1.6235,0.4747,6,0.6713,11.5444,1.4966,7,0.0,0.0383,0.9617,0.0383,0.0347,0.5714,0.2302,1.0,0.0,366,22,1280.0
6,0.81,2.6037,0.8313,5,0.5775,10.7464,1.1348,3,0.0,0.0,1.0,0.0,0.02,0.5,0.1748,1.0,0.0,343,22,1285.0
6,0.7888,2.9604,0.9873,5,0.5698,13.5661,0.9708,3,0.0,0.0,1.0,0.0,0.0904,0.5,0.2128,1.0,0.0,359,22,1290.0
12,0.3865,0.957,0.2274,11,0.9435,16.5009,1.2863,3,0.1247,0.0,0.8753,0.1247,0.0177,0.75,0.246,1.0,0.0,377,22,1295.0
7,0.6819,2.1548,0.6869,6,0.5091,12.9742,1.2759,5,0.0,0.0054,0.9946,0.0054,0.0526,0.5714,0.194,1.0,0.0,370,22,1300.0
9,0.5097,2.6181,0.7537,8,0.7726,16.3142,0.9841,4,0.1008,0.0,0.8992,0.1008,0.0248,0.6667,0.2651,1.0,0.0,367,22,1305.0
5,0.9051,3.1569,1.1386,4,0.8828,12.1004,0.4577,4,0.0749,0.0,0.9251,0.0749,0.2514,0.6,0.2651,1.0,0.0,374,22,1310.0
3,1.6559,4.2456,1.8318,2,0.7215,12.2578,0.4154,2,0.0838,0.0,0.9162,0.0838,0.0275,0.3333,0.2312,1.0,0.0,370,22,1315.0
9,0.5219,0.9772,0.2532,8,0.7393,12.8171,0.9729,3,0.0,0.0,1.0,0.0,0.1977,0.6667,0.1579,1.0,0.0,380,22,1320.0
8,0.583,2.0739,0.5771,7,0.6345,13.7069,0.9193,3,0.0,0.0,1.0,0.0,0.1501,0.625,0.1565,1.0,0.0,373,22,1325.0
2,2.466,2.7561,0.2902,1,0.4307,14.5608,0.0268,2,0.0,0.0,1.0,0.0,0.0806,0.5,0.1121,1.0,0.0,373,22,1330.0
2,2.4325,2.5214,0.0889,1,0.4378,14.6952,0.1521,2,0.0,0.0,1.0,0.0,0.2246,0.5,0.1544,1.0,0.0,365,22,1335.0
2,2.4818,4.7005,2.2187,1,0.3265,8.3373,0.3072,2,0.0,0.0,1.0,0.0,0.0793,0.0,0.0697,1.0,0.0,382,22,1340.0
8,0.6059,2.6823,0.8006,7,0.8918,13.1838,0.63,2,0.1582,0.0,0.8418,0.1582,0.0479,0.75,0.2637,1.0,0.0,354,22,1345.0
4,1.2222,3.2946,1.2216,3,0.611,14.129,0.6039,3,0.0,0.0027,0.9973,0.0027,0.0141,0.5,0.1375,1.0,0.0,371,22,1350.0
4,1.2275,1.9738,0.6093,3,0.5872,11.7067,0.8944,3,0.0,0.0,1.0,0.0,0.2293,0.5,0.1645,1.0,0.0,361,22,1355.0
8,0.6005,1.7943,0.4966,7,0.7783,13.5486,1.1734,3,0.0,0.0,1.0,0.0,0.0105,0.625,0.1763,1.0,0.0,361,22,1360.0
3,1.6534,3.5439,1.3492,2,0.39,11.4734,0.8758,2,0.0,0.0,1.0,0.0,0.2302,0.3333,0.1182,1.0,0.0,362,22,1365.0
8,0.52,1.5594,0.4387,7,0.8674,16.6921,1.3056,3,0.2831,0.0,0.7169,0.2831,0.0188,0.625,0.2476,1.0,0.0,378,22,1370.0
12,0.3643,1.1448,0.2821,11,0.4599,9.703,0.8813,2,0.3,0.0,0.7,0.3,0.0341,0.8333,0.1123,1.0,0.0,380,22,1375.0
6,0.792,2.3779,0.796,5,0.8037,14.8928,0.6846,2,0.1821,0.0,0.8179,0.1821,0.1561,0.6667,0.2011,1.0,0.0,379,22,1380.0
9,0.5059,1.0849,0.3418,8,0.7259,11.5636,1.0783,7,0.25,0.0206,0.7294,0.2706,0.0337,0.7778,0.2042,1.0,0.0,388,22,1385.0
2,2.4428,3.4216,0.9788,1,0.5625,11.5958,0.9496,3,0.0,0.0,1.0,0.0,0.0164,0.0,0.2344,1.0,0.0,366,22,1390.0
2,2.4846,3.8633,1.3787,1,0.6627,14.7909,0.7587,2,0.0,0.0,1.0,0.0,0.0029,0.0,0.2209,1.0,0.0,365,22,1395.0
8,0.5776,1.7885,0.5478,7,0.6893,16.2263,1.4731,3,0.0,0.0,1.0,0.0,0.0241,0.625,0.172,1.0,0.0,374,22,1400.0
8,0.594,3.0372,0.9283,7,0.9773,16.1022,0.7604,3,0.0992,0.0,0.9008,0.0992,0.0642,0.625,0.1947,1.0,0.0,353,22,1405.0
4,1.1717,4.1488,1.7191,3,0.7143,13.8376,0.6345,3,0.0,0.0,0.9677,0.0,0.2276,0.5,0.1509,1.0,0.0,371,22,1410.0
3,1.6578,3.0253,1.0036,2,1.0673,15.6082,0.5641,2,0.0,0.0,1.0,0.0,0.3152,0.3333,0.3285,1.0,0.0,370,22,1415.0
14,0.2794,0.7656,0.2143,13,0.7062,14.4761,2.2253,6,0.1522,0.0,0.5842,0.1522,0.2519,0.6429,0.2152,1.0,0.0,368,22,1420.0
9,0.5196,2.1134,0.5795,8,0.8725,12.5933,1.0775,5,0.0078,0.0,0.9556,0.0078,0.1025,0.5556,0.2621,1.0,0.0,383,22,1425.0
5,0.9833,2.2928,0.7219,4,0.7513,14.5011,0.9871,2,0.0,0.0,1.0,0.0,0.0054,0.6,0.226,1.0,0.0,367,22,1430.0
5,0.9746,2.1777,0.7996,4,0.6632,14.6441,0.3228,2,0.0,0.0,1.0,0.0,0.005,0.6,0.1333,1.0,0.0,340,22,1435.0
4,1.2215,3.2242,1.1701,3,0.5873,16.4397,1.0984,3,0.0,0.0,1.0,0.0,0.2889,0.25,0.2197,1.0,0.0,369,22,1440.0
2,2.4842,3.7727,1.2885,1,0.4601,12.4282,0.8273,2,0.0,0.0,1.0,0.0,0.0046,0.0,0.2405,1.0,0.0,361,22,1445.0
3,1.6389,2.5468,0.6554,2,0.482,15.066,1.061,3,0.0,0.0,1.0,0.0,0.0095,0.3333,0.23,1.0,0.0,357,22,1450.0
4,1.2301,2.2659,0.6571,3,0.5141,15.5894,0.8738,3,0.0,0.0,1.0,0.0,0.0094,0.5,0.2121,1.0,0.0,372,22,1455.0
6,0.8054,1.5536,0.454,5,0.5445,15.9685,1.2234,3,0.0,0.0,1.0,0.0,0.0399,0.5,0.1429,1.0,0.0,360,22,1460.0
