fixation_count,fixation_duration_mean,fixation_duration_max,fixation_duration_std,saccade_count,saccade_amplitude_mean,saccade_amplitude_max,gaze_target_entropy,n_unique_targets,clue_dwell,puzzle_dwell,env_dwell,puzzle_object_ratio,gaze_head_coupling,revisit_rate,gaze_dispersion,eye_confidence_mean,blink_proxy,n_gaze_samples,participant_id,window_start
5,0.9003,2.6038,0.8873,4,1.2527,17.5282,1.9825,7,0.5248,0.0807,0.3944,0.6056,0.3127,0.0,0.4549,1.0,0.0,322,5,735.0
6,0.6342,2.2572,0.7502,5,1.2862,21.5964,2.4106,11,0.0533,0.0,0.8777,0.0533,0.3873,0.1667,0.7188,1.0,0.0,319,5,740.0
3,1.6426,2.8917,0.9679,2,1.1165,18.1107,0.514,3,0.0,0.0,1.0,0.0,0.4767,0.3333,0.2205,1.0,0.0,310,5,745.0
5,0.923,1.4879,0.448,4,1.0446,23.047,1.5857,5,0.0,0.0,0.9726,0.0,0.524,0.4,0.3101,1.0,0.0,328,5,750.0
12,0.3492,0.7664,0.1903,11,0.4408,5.7208,1.7305,5,0.0,0.0,0.9172,0.0,0.2565,0.6667,0.1572,1.0,0.0,338,5,755.0
5,0.9678,3.2694,1.1917,4,0.3527,5.8002,0.6073,4,0.0,0.0,1.0,0.0,0.4021,0.4,0.0393,1.0,0.0,338,5,760.0
11,0.3487,1.0859,0.3238,10,1.6698,19.1268,2.2327,11,0.0,0.0412,0.9265,0.0412,0.0335,0.4545,0.4706,1.0,0.0,340,5,765.0
12,0.3314,1.3836,0.3556,11,0.9187,15.0782,2.7168,13,0.0,0.3227,0.6715,0.3227,0.2939,0.5,0.3402,1.0,0.0,344,5,770.0
4,1.1282,3.4987,1.3905,3,0.8429,18.2023,0.6251,3,0.0,0.0,1.0,0.0,0.0629,0.5,0.1366,1.0,0.0,316,5,775.0
9,0.4703,1.2674,0.398,8,1.004,17.3634,2.1266,10,0.033,0.2162,0.7477,0.2492,0.1873,0.4444,0.2817,1.0,0.0,333,5,780.0
5,0.8355,1.9109,0.6047,4,1.1316,16.1684,1.3949,11,0.0092,0.0062,0.9846,0.0154,0.1006,0.6,0.4716,1.0,0.0,325,5,785.0
4,1.1946,2.4069,1.0161,3,1.0338,16.6995,1.231,3,0.0,0.0,1.0,0.0,0.1136,0.25,0.346,1.0,0.0,319,5,790.0
4,1.1447,2.63,1.052,3,0.7785,14.8395,1.2008,6,0.0,0.0,1.0,0.0,0.5892,0.5,0.3042,1.0,0.0,319,5,795.0
10,0.4673,1.5682,0.4541,9,1.2276,18.7046,1.8558,5,0.0,0.0,1.0,0.0,0.3825,0.5,0.9943,1.0,0.0,319,5,800.0
6,0.6033,1.5073,0.4728,5,0.9401,18.6078,2.324,10,0.2705,0.0445,0.6815,0.3151,0.0238,0.1667,0.9539,1.0,0.0,292,5,805.0
3,1.6557,3.4015,1.2779,2,1.2824,22.5936,0.4112,2,0.0,0.0,1.0,0.0,0.0035,0.3333,0.2442,1.0,0.0,327,5,810.0
13,0.3421,1.6517,0.4029,12,1.1909,16.6722,1.3952,3,0.0,0.0,1.0,0.0,0.0066,0.7692,0.3435,1.0,0.0,357,5,815.0
10,0.3098,0.9741,0.2733,9,1.2188,20.7539,3.153,22,0.0087,0.0376,0.8497,0.0462,0.0149,0.3,0.6115,1.0,0.0,346,5,820.0
8,0.5548,1.811,0.514,7,0.7606,21.3673,1.6676,6,0.0,0.0,0.982,0.0,0.2157,0.5,2.0579,1.0,0.0,334,5,825.0
9,0.3783,1.4938,0.4119,8,2.4533,30.9354,2.3763,15,0.0,0.0623,0.8984,0.0623,0.0485,0.4444,0.6076,1.0,0.0,305,5,830.0
12,0.2321,0.678,0.1603,11,1.738,19.7848,3.2722,23,0.0,0.0491,0.862,0.0491,0.0918,0.5,0.5214,1.0,0.0,326,5,835.0
9,0.4606,0.8781,0.268,8,0.8695,17.4718,3.1721,21,0.0088,0.0704,0.8768,0.0792,0.0846,0.2222,1.4882,1.0,0.0,341,5,840.0
11,0.2822,0.8794,0.2184,10,0.7899,17.0672,3.3372,16,0.0,0.3593,0.5719,0.3593,0.1868,0.2727,0.782,1.0,0.0,334,5,845.0
4,1.2058,3.8814,1.5476,3,0.8379,15.7739,1.0231,4,0.0,0.0642,0.9358,0.0642,0.0225,0.25,0.2354,1.0,0.0,358,5,850.0
6,0.6501,1.9257,0.7067,5,1.5792,19.9269,1.4882,8,0.0,0.0084,0.9494,0.0084,0.0781,0.3333,0.3782,1.0,0.0,356,5,855.0
7,0.4554,1.2838,0.4268,6,2.174,25.0377,2.8816,19,0.0,0.059,0.7978,0.059,0.0045,0.2857,0.5364,1.0,0.0,356,5,860.0
10,0.2681,0.6141,0.1532,9,1.4533,19.5642,3.8396,26,0.0213,0.1064,0.614,0.1277,0.1509,0.4,0.5726,1.0,0.0,329,5,865.0
5,0.9484,3.0333,1.0519,4,1.1683,38.8461,1.283,5,0.0,0.0093,0.9628,0.0093,0.2363,0.4,0.3271,1.0,0.0,323,5,870.0
7,0.6493,1.092,0.3133,6,1.0969,18.3936,1.4703,4,0.0,0.0,0.9064,0.0,0.0038,0.5714,0.2831,1.0,0.0,342,5,875.0
7,0.6581,2.2933,0.7109,6,1.5983,18.4349,1.3312,4,0.0,0.0,0.9041,0.0,0.1321,0.5714,0.4646,1.0,0.0,344,5,880.0
8,0.5731,2.173,0.615,7,1.001,18.2734,1.6755,5,0.0,0.0,1.0,0.0,0.5787,0.5,0.2692,1.0,0.0,352,5,885.0
8,0.5641,2.3991,0.7112,7,1.3406,43.9201,1.8396,7,0.4793,0.0,0.5148,0.4793,0.2958,0.5,0.4031,1.0,0.0,338,5,890.0
6,0.8004,1.5221,0.3573,5,0.9801,15.4138,1.5134,3,0.3243,0.0,0.6757,0.3243,0.0388,0.5,0.2894,1.0,0.0,333,5,895.0
6,0.765,1.631,0.5725,5,0.861,16.1993,0.9341,4,0.8017,0.0,0.1983,0.8017,0.3106,0.5,0.3215,1.0,0.0,343,5,900.0
2,2.4821,3.9251,1.443,1,0.7661,16.1806,0.7334,2,0.7942,0.0,0.2058,0.7942,0.3893,0.0,0.2147,1.0,0.0,345,5,905.0
8,0.582,1.1009,0.3689,7,1.0488,26.1734,1.5831,6,0.1264,0.0,0.8592,0.1264,0.312,0.625,0.3053,1.0,0.0,348,5,910.0
4,1.2148,2.5861,0.9289,3,0.5784,12.0004,0.1001,3,0.9885,0.0,0.0115,0.9885,0.0053,0.75,0.0652,1.0,0.0,347,5,915.0
6,0.7622,2.0446,0.6877,5,0.7365,19.3736,1.6725,5,0.4582,0.0,0.5331,0.4582,0.4272,0.5,0.3195,1.0,0.0,347,5,920.0
2,2.2993,3.4983,1.199,1,1.1936,15.5432,0.5287,5,0.9231,0.0,0.0629,0.9231,0.2778,0.5,0.1527,1.0,0.0,286,5,925.0
1,4.9859,4.9859,0.0,0,0.5313,12.8909,-0.0,1,1.0,0.0,0.0,1.0,0.0267,0.0,0.072,1.0,0.0,336,5,930.0
1,4.9904,4.9904,0.0,0,0.6585,12.3978,-0.0,1,1.0,0.0,0.0,1.0,0.0757,0.0,0.0896,1.0,0.0,351,5,935.0
1,4.9845,4.9845,0.0,0,0.5611,14.9858,-0.0,1,1.0,0.0,0.0,1.0,0.1023,0.0,0.0572,1.0,0.0,346,5,940.0
2,2.4806,2.7024,0.2218,1,0.4599,9.4239,0.0283,2,0.9971,0.0,0.0,0.9971,0.1458,0.5,0.0424,1.0,0.0,349,5,945.0
2,2.4331,3.459,1.0259,1,0.8298,13.5418,1.0343,5,0.6994,0.0,0.2948,0.6994,0.5834,0.0,0.2976,1.0,0.0,346,5,950.0
2,2.4716,2.937,0.4654,1,0.5397,15.4875,0.9901,2,0.0,0.0,1.0,0.0,0.1267,0.0,0.1863,1.0,0.0,333,5,955.0
5,0.9097,2.9478,1.0319,4,1.2817,25.2644,1.5194,5,0.6104,0.0,0.3712,0.6104,0.0292,0.4,0.3707,1.0,0.0,326,5,960.0
3,1.6548,4.3476,1.907,2,0.4308,12.4378,0.444,2,0.0,0.0,1.0,0.0,0.0197,0.3333,0.1547,1.0,0.0,336,5,965.0
5,0.9685,2.2517,0.7965,4,0.8022,16.4113,0.4267,2,0.0,0.0,1.0,0.0,0.0456,0.6,0.2026,1.0,0.0,333,5,970.0
6,0.8186,2.7853,0.9091,5,0.5337,10.8307,0.7173,2,0.0,0.0,1.0,0.0,0.1339,0.6667,0.0852,1.0,0.0,344,5,975.0
15,0.2299,0.7144,0.1627,14,2.2902,19.2943,2.0919,6,0.2018,0.0,0.7544,0.2018,0.0263,0.7333,0.3906,1.0,0.0,342,5,980.0
11,0.4154,1.9191,0.4853,10,1.338,18.6865,1.926,11,0.0,0.0062,0.8395,0.0062,0.5021,0.5455,1.068,1.0,0.0,324,5,985.0
7,0.5873,1.1691,0.3506,6,0.9145,19.1506,1.0864,4,0.0,0.0,0.997,0.0,0.0102,0.5714,0.2558,1.0,0.0,335,5,990.0
3,1.5435,2.0894,0.4613,2,1.577,22.633,1.3237,7,0.0,0.0028,0.9831,0.0028,0.0092,0.3333,0.3588,1.0,0.0,356,5,995.0
8,0.4646,1.1708,0.3833,7,1.2552,36.0632,1.8027,8,0.0379,0.0,0.9621,0.0379,0.4977,0.625,1.078,1.0,0.0,343,5,1000.0
9,0.4988,1.1471,0.3901,8,0.9961,21.4267,1.5287,5,0.8946,0.0,0.1054,0.8946,0.5476,0.6667,0.2509,1.0,0.0,351,5,1005.0
8,0.5918,2.0391,0.5805,7,1.0113,17.8312,1.5192,3,0.4324,0.0,0.5676,0.4324,0.4392,0.625,0.2275,1.0,0.0,333,5,1010.0
14,0.258,0.7637,0.2038,13,1.044,16.0716,1.977,6,0.5962,0.0,0.4038,0.5962,0.4357,0.6429,0.1838,1.0,0.0,312,5,1015.0
4,1.2198,3.7774,1.4829,3,0.6086,16.9724,0.3979,2,0.9212,0.0,0.0788,0.9212,0.2717,0.5,0.1025,1.0,0.0,330,5,1020.0
7,0.6892,2.9342,0.9411,6,0.9388,18.0361,1.3357,3,0.5905,0.0,0.4095,0.5905,0.3898,0.5714,0.2842,1.0,0.0,337,5,1025.0
4,0.8969,3.0171,1.2255,3,1.0227,18.4721,2.2537,14,0.6131,0.0,0.2202,0.6131,0.4662,0.0,0.2853,1.0,0.0,336,5,1030.0
2,2.4783,3.1602,0.6819,1,0.5462,11.2577,0.0291,2,0.997,0.0,0.003,0.997,0.2319,0.5,0.0899,1.0,0.0,338,5,1035.0
10,0.4343,1.0197,0.2861,9,0.8963,22.5233,1.9487,7,0.1298,0.0,0.8171,0.1298,0.459,0.4,0.1824,1.0,0.0,339,5,1040.0
9,0.368,0.7465,0.2276,8,2.0654,24.3688,3.2846,23,0.0433,0.0867,0.8111,0.13,0.2937,0.2222,0.6637,1.0,0.0,323,5,1045.0
4,1.0953,3.0599,1.1684,3,1.058,17.7111,0.7835,7,0.0,0.0,0.9849,0.0,0.3819,0.5,0.3015,1.0,0.0,331,5,1050.0
4,0.8144,2.0264,0.7671,3,1.6205,19.2263,2.088,20,0.0,0.0663,0.928,0.0663,0.4914,0.5,0.4971,1.0,0.0,347,5,1055.0
11,0.427,1.2222,0.3334,10,1.3984,17.9167,1.6699,4,0.3478,0.0,0.6522,0.3478,0.447,0.6364,0.3778,1.0,0.0,345,5,1060.0
5,0.8992,2.2666,0.8696,4,1.1301,15.9666,1.0251,4,0.8182,0.0,0.1818,0.8182,0.5186,0.4,0.1945,1.0,0.0,363,5,1065.0
6,0.797,1.6614,0.5137,5,1.0022,14.8232,1.3386,3,0.3408,0.0,0.6592,0.3408,0.3854,0.5,0.2562,1.0,0.0,358,5,1070.0
4,1.1371,1.8602,0.6964,3,0.9989,17.836,0.7019,4,0.0662,0.0,0.9338,0.0662,0.3466,0.5,0.1626,1.0,0.0,317,5,1075.0
1,4.9821,4.9821,0.0,0,0.4457,16.4944,-0.0,1,0.0,0.0,1.0,0.0,0.2995,0.0,0.089,1.0,0.0,332,5,1080.0
8,0.6037,1.9148,0.5809,7,1.0122,13.8256,1.3719,3,0.5,0.0,0.5,0.5,0.5084,0.625,0.2023,1.0,0.0,322,5,1085.0
4,1.1573,2.1197,0.7637,3,1.1235,19.1574,1.5058,3,0.4431,0.0,0.5569,0.4431,0.3606,0.25,0.2332,1.0,0.0,343,5,1090.0
4,1.1406,2.0474,0.8332,3,0.6268,14.8772,1.0096,5,0.0,0.0,0.9817,0.0,0.4309,0.25,0.2079,1.0,0.0,328,5,1095.0
3,1.5854,3.4046,1.3666,2,0.6501,15.1169,1.1925,5,0.2695,0.0,0.6826,0.2695,0.4964,0.0,0.1912,1.0,0.0,334,5,1100.0
4,1.1112,2.9667,1.1036,3,0.7753,18.1054,1.2922,5,0.6305,0.0,0.3636,0.6305,0.4012,0.25,0.2139,1.0,0.0,341,5,1105.0
8,0.5323,1.1944,0.3946,7,0.9344,14.9616,1.7207,6,0.0,0.0,0.9801,0.0,0.3583,0.625,0.234,1.0,0.0,302,5,1110.0
2,2.4904,4.6173,2.1269,1,0.6819,17.3147,0.3888,2,0.0,0.0,1.0,0.0,0.2294,0.0,0.1809,1.0,0.0,341,5,1115.0
2,2.423,3.9418,1.5187,1,0.9224,14.0169,0.8203,3,0.1858,0.0,0.8142,0.1858,0.5288,0.0,0.2348,1.0,0.0,323,5,1120.0
5,0.9474,2.309,0.7223,4,0.6817,19.7965,1.1992,6,0.0,0.0,0.9942,0.0,0.4158,0.4,0.1811,1.0,0.0,344,5,1125.0
7,0.6116,2.0072,0.5946,6,1.1662,18.8756,1.3953,3,0.5346,0.0,0.4654,0.5346,0.5849,0.5714,0.2232,1.0,0.0,260,5,1130.0
1,4.9847,4.9847,0.0,0,0.6335,17.6822,-0.0,1,0.0,0.0,1.0,0.0,0.3444,0.0,0.1453,1.0,0.0,312,5,1135.0
10,0.481,1.166,0.3249,9,1.104,14.9076,1.3025,3,0.1478,0.0,0.8522,0.1478,0.4167,0.7,0.2194,1.0,0.0,345,5,1140.0
7,0.5913,1.1578,0.3979,6,1.1437,20.8164,1.8768,7,0.253,0.0,0.7262,0.253,0.6925,0.4286,0.2885,1.0,0.0,336,5,1145.0
1,4.9725,4.9725,0.0,0,0.7124,18.4454,-0.0,1,0.0,0.0,1.0,0.0,0.3117,0.0,0.1192,1.0,0.0,331,5,1150.0
6,0.7233,2.5124,0.8308,5,1.017,15.2298,0.939,5,0.0,0.0,1.0,0.0,0.5335,0.6667,0.1602,1.0,0.0,342,5,1155.0
6,0.7629,1.9768,0.6892,5,0.9939,23.2139,1.0108,5,0.0,0.0,0.9647,0.0,0.3789,0.5,0.2909,1.0,0.0,340,5,1160.0
4,1.2362,2.3916,0.8108,3,0.694,12.4356,0.6585,2,0.0,0.0,1.0,0.0,0.2655,0.5,0.188,1.0,0.0,317,5,1165.0
14,0.2882,1.5118,0.3475,13,0.9636,15.7789,1.0761,6,0.0,0.0,0.9608,0.0,0.5697,0.7857,0.2235,1.0,0.0,332,5,1170.0
10,0.4379,1.0283,0.2863,9,1.4209,42.4084,1.5593,9,0.0381,0.0286,0.854,0.0667,0.0688,0.6,1.1794,1.0,0.0,315,5,1175.0
7,0.6824,1.7451,0.492,6,1.2922,31.3184,1.4843,4,0.0,0.0,0.941,0.0,0.5143,0.4286,0.2779,1.0,0.0,339,5,1180.0
5,0.9446,3.1342,1.1112,4,1.1653,18.8435,1.4224,7,0.0,0.0,0.8936,0.0,0.2864,0.4,0.3922,1.0,0.0,357,5,1185.0
11,0.3743,1.5824,0.3985,10,1.8821,19.9081,1.8198,8,0.0,0.0,0.9194,0.0,0.0787,0.6364,0.48,1.0,0.0,360,5,1190.0
8,0.6033,2.1333,0.6054,7,1.0937,16.6575,0.746,4,0.0339,0.0,0.9661,0.0339,0.0156,0.5,0.3227,1.0,0.0,354,5,1195.0
4,1.2142,3.7897,1.5075,3,0.6351,15.9424,0.971,4,0.0431,0.0,0.9569,0.0431,0.0157,0.25,0.2499,1.0,0.0,348,5,1200.0
7,0.6703,2.0589,0.6814,6,0.8378,14.2906,1.7959,4,0.4391,0.0,0.5609,0.4391,0.0329,0.4286,0.3,1.0,0.0,353,5,1205.0
13,0.337,0.7273,0.1907,12,0.8233,16.8518,1.3801,4,0.4767,0.0,0.5233,0.4767,0.1985,0.7692,0.2116,1.0,0.0,365,5,1210.0
9,0.5005,2.3001,0.643,8,1.2446,17.2244,1.3036,4,0.047,0.0,0.953,0.047,0.1648,0.5556,0.3546,1.0,0.0,362,5,1215.0
11,0.3375,1.1743,0.296,10,1.3738,21.7533,2.1762,10,0.0704,0.0056,0.7915,0.0761,0.075,0.4545,0.3648,1.0,0.0,355,5,1220.0
6,0.7842,2.5062,0.8144,5,0.876,15.5582,1.2136,4,0.3565,0.0,0.6435,0.3565,0.1075,0.5,0.1632,1.0,0.0,331,5,1225.0
8,0.5913,2.4795,0.7634,7,0.9089,19.0098,0.9581,2,0.0,0.0,1.0,0.0,0.2915,0.75,0.2424,1.0,0.0,342,5,1230.0
6,0.8147,1.9932,0.569,5,1.0445,16.9646,0.8457,3,0.1399,0.0,0.8601,0.1399,0.0625,0.5,0.2515,1.0,0.0,343,5,1235.0
4,1.1924,3.886,1.5566,3,0.6653,13.5983,0.2241,4,0.0125,0.0,0.9875,0.0125,0.0854,0.75,0.1768,1.0,0.0,320,5,1240.0
8,0.579,1.8955,0.5843,7,0.8683,16.4108,1.2767,4,0.2314,0.0,0.7686,0.2314,0.0125,0.5,0.2666,1.0,0.0,350,5,1245.0
5,0.901,3.2612,1.1985,4,0.9169,21.0992,0.6339,4,0.0693,0.0,0.9307,0.0693,0.1342,0.6,0.2661,1.0,0.0,361,5,1250.0
14,0.3146,1.5804,0.3714,13,1.0033,16.6532,1.3369,3,0.5,0.0,0.5,0.5,0.2764,0.7857,0.1938,1.0,0.0,350,5,1255.0
3,1.6553,2.5173,0.7378,2,0.5989,11.2374,0.9989,2,0.4801,0.0,0.5199,0.4801,0.2015,0.3333,0.0914,1.0,0.0,352,5,1260.0
5,0.9528,2.7362,0.9415,4,0.7922,16.2713,1.0558,4,0.3457,0.0029,0.6514,0.3486,0.0361,0.6,0.2033,1.0,0.0,350,5,1265.0
5,0.8902,2.0744,0.6535,4,0.8717,19.3442,1.3251,3,0.6275,0.0,0.3725,0.6275,0.0232,0.4,0.2597,1.0,0.0,357,5,1270.0
7,0.6263,1.6875,0.4731,6,0.9586,20.4409,1.7617,4,0.1354,0.0,0.8646,0.1354,0.1358,0.4286,0.2776,1.0,0.0,347,5,1275.0
10,0.4636,1.0882,0.3215,9,0.8819,20.9284,1.8153,4,0.0904,0.0,0.9096,0.0904,0.234,0.6,0.2691,1.0,0.0,354,5,1280.0
9,0.536,1.5918,0.5046,8,0.9496,18.7768,0.9342,3,0.7524,0.0,0.2476,0.7524,0.1166,0.6667,0.1836,1.0,0.0,319,5,1285.0
6,0.8164,2.2926,0.7106,5,0.4648,11.4127,0.8542,2,0.0,0.0,1.0,0.0,0.1229,0.6667,0.053,1.0,0.0,344,5,1290.0
5,0.9881,1.5899,0.542,4,0.6104,16.5861,1.314,3,0.0,0.0,1.0,0.0,0.0135,0.4,0.2025,1.0,0.0,350,5,1295.0
4,1.2092,2.3531,0.9209,3,0.5697,15.4079,1.0477,4,0.0,0.003,0.997,0.003,0.0218,0.5,0.2294,1.0,0.0,334,5,1300.0
4,1.1898,1.5476,0.3684,3,0.6318,19.5062,1.3238,5,0.0,0.0058,0.9942,0.0058,0.2903,0.25,0.2133,1.0,0.0,343,5,1305.0
7,0.6779,2.0809,0.6721,6,1.0974,17.6021,1.0322,3,0.6555,0.0,0.3445,0.6555,0.3701,0.7143,0.2344,1.0,0.0,328,5,1310.0
7,0.6419,1.7254,0.527,6,1.2558,17.9724,1.29,3,0.5925,0.0,0.4075,0.5925,0.0909,0.5714,0.2626,1.0,0.0,292,5,1315.0
16,0.2715,0.8063,0.1758,15,1.2272,18.1526,1.4317,4,0.4953,0.0,0.4642,0.4953,0.3052,0.75,0.2374,1.0,0.0,321,5,1320.0
13,0.3525,1.1132,0.3359,12,1.2673,17.9777,1.3853,4,0.3563,0.0,0.6437,0.3563,0.0775,0.7692,0.2415,1.0,0.0,334,5,1325.0
11,0.4112,0.7852,0.1758,10,1.0762,15.9299,1.7348,5,0.2226,0.003,0.7745,0.2255,0.044,0.6364,0.3297,1.0,0.0,337,5,1330.0
11,0.4078,0.8584,0.2663,10,1.0262,16.2162,0.5888,5,0.0058,0.0,0.9942,0.0058,0.0594,0.8182,0.2182,1.0,0.0,345,5,1335.0
9,0.4611,2.246,0.642,8,1.0585,17.4895,2.3616,10,0.1161,0.0,0.6006,0.1161,0.2253,0.2222,0.2866,1.0,0.0,353,5,1340.0
5,0.9567,2.0194,0.6396,4,0.9173,15.3489,0.7802,2,0.2312,0.0,0.7688,0.2312,0.0483,0.6,0.1175,1.0,0.0,333,5,1345.0
12,0.3454,0.793,0.2178,11,1.1273,16.0058,1.315,4,0.4182,0.0,0.5788,0.4182,0.0956,0.75,0.2254,1.0,0.0,330,5,1350.0
6,0.8125,2.1509,0.6452,5,0.9132,19.1921,1.1087,4,0.1565,0.0,0.8435,0.1565,0.0319,0.5,0.2943,1.0,0.0,345,5,1355.0
9,0.5257,1.6674,0.5325,8,0.9623,22.0784,1.2761,4,0.2778,0.0,0.7222,0.2778,0.0365,0.5556,0.2534,1.0,0.0,342,5,1360.0
4,1.2329,3.2892,1.2008,3,0.673,15.3524,0.6478,2,0.8343,0.0,0.1657,0.8343,0.0942,0.5,0.0729,1.0,0.0,344,5,1365.0
4,1.231,2.5066,1.0738,3,0.6984,14.8243,0.2326,2,0.9621,0.0,0.0379,0.9621,0.1381,0.5,0.0786,1.0,0.0,343,5,1370.0
8,0.5991,2.8458,0.8665,7,0.7988,15.271,0.8864,3,0.0727,0.0,0.9273,0.0727,0.0159,0.625,0.187,1.0,0.0,330,5,1375.0
4,1.2288,2.7258,0.9887,3,0.6216,13.3267,0.1724,3,0.0,0.0029,0.9971,0.0029,0.0122,0.5,0.1087,1.0,0.0,343,5,1380.0
7,0.6866,1.6999,0.4736,6,1.3111,21.9439,0.9652,2,0.6093,0.0,0.3907,0.6093,0.0035,0.7143,0.2092,1.0,0.0,343,5,1385.0
7,0.6648,1.7102,0.504,6,0.7022,12.5413,0.8101,2,0.7507,0.0,0.2493,0.7507,0.1069,0.7143,0.069,1.0,0.0,349,5,1390.0
4,1.2358,3.7156,1.4411,3,0.7389,15.7099,0.7528,2,0.216,0.0,0.784,0.216,0.2015,0.5,0.0972,1.0,0.0,338,5,1395.0
12,0.3576,1.1853,0.2899,11,1.177,16.9603,1.7027,5,0.4912,0.0029,0.5058,0.4942,0.1199,0.6667,0.2762,1.0,0.0,342,5,1400.0
11,0.4152,1.493,0.4315,10,0.6224,14.0965,0.6747,2,0.8224,0.0,0.1776,0.8224,0.0865,0.8182,0.0895,1.0,0.0,321,5,1405.0
10,0.4639,1.1828,0.3742,9,0.9745,17.084,1.4773,4,0.1243,0.0,0.8757,0.1243,0.0377,0.7,0.2943,1.0,0.0,338,5,1410.0
8,0.5778,1.237,0.3901,7,0.7569,17.5134,1.3213,3,0.0,0.0,1.0,0.0,0.2598,0.625,0.2065,1.0,0.0,348,5,1415.0
6,0.7466,1.6947,0.5798,5,0.9491,20.5608,0.9521,3,0.1051,0.0,0.8949,0.1051,0.235,0.5,0.1941,1.0,0.0,352,5,1420.0
6,0.8033,1.4121,0.4688,5,0.5872,17.5341,1.174,3,0.0,0.0,1.0,0.0,0.0013,0.5,0.1239,1.0,0.0,348,5,1425.0
9,0.5193,1.139,0.3214,8,0.7514,23.0655,1.8926,6,0.0983,0.0,0.8931,0.0983,0.0135,0.5556,0.2121,1.0,0.0,346,5,1430.0
7,0.5829,1.5914,0.5436,6,1.1985,23.4489,1.6689,9,0.0062,0.0124,0.9161,0.0186,0.0293,0.4286,0.2941,1.0,0.0,322,5,1435.0
8,0.5249,2.1141,0.6096,7,1.1715,17.7297,1.2005,5,0.2413,0.0,0.7471,0.2413,0.1355,0.625,0.2906,1.0,0.0,344,5,1440.0
8,0.6046,1.3584,0.4456,7,0.6577,22.0109,1.0309,3,0.0,0.0,1.0,0.0,0.0085,0.625,0.1596,1.0,0.0,345,5,1445.0
8,0.4931,1.9898,0.5784,7,1.273,19.28,1.4718,10,0.2063,0.0115,0.7622,0.2178,0.1413,0.75,0.2636,1.0,0.0,349,5,1450.0
9,0.4391,1.473,0.4056,8,1.1215,14.8584,1.2905,4,0.4261,0.0087,0.5652,0.4348,0.0694,0.7778,0.2468,1.0,0.0,345,5,1455.0
12,0.2245,0.4037,0.1066,11,2.1118,20.1528,3.2026,22,0.0059,0.0237,0.713,0.0296,0.0442,0.5,0.5884,1.0,0.0,338,5,1460.0
14,0.3158,0.835,0.1927,13,1.4433,16.3739,2.1081,9,0.1672,0.0,0.7003,0.1672,0.0094,0.6429,0.348,1.0,0.0,317,5,1465.0
9,0.484,2.0582,0.5905,8,1.0864,20.1292,1.5896,4,0.4332,0.0,0.5668,0.4332,0.0599,0.6667,0.3654,1.0,0.0,337,5,1470.0
9,0.4357,1.185,0.3042,8,1.7327,17.7706,2.4317,12,0.1383,0.0,0.8559,0.1383,0.0701,0.4444,0.6269,1.0,0.0,347,5,1475.0
3,1.5332,2.9398,1.1009,2,0.9561,17.8067,1.3013,6,0.5886,0.0143,0.3971,0.6029,0.0228,0.3333,0.1948,1.0,0.0,350,5,1480.0
12,0.349,1.4918,0.3641,11,0.85,17.4806,1.0512,5,0.0,0.0,0.9612,0.0,0.0106,0.8333,0.1535,1.0,0.0,361,5,1485.0
6,0.799,1.6566,0.5029,5,0.9884,15.828,1.1319,3,0.4522,0.0,0.5478,0.4522,0.1143,0.6667,0.2123,1.0,0.0,345,5,1490.0
8,0.5532,1.2755,0.4215,7,0.8626,16.3374,1.5854,7,0.5248,0.0,0.4348,0.5248,0.0091,0.625,0.1819,1.0,0.0,322,5,1495.0
3,1.4348,2.0003,0.5273,2,1.088,18.6722,1.444,7,0.4113,0.0,0.5549,0.4113,0.0636,0.3333,0.2627,1.0,0.0,355,5,1500.0
13,0.3387,1.2092,0.2902,12,1.2783,20.3905,2.0191,9,0.4298,0.0112,0.4101,0.441,0.3535,0.6154,0.3402,1.0,0.0,356,5,1505.0
8,0.5238,1.3531,0.427,7,1.2899,16.2128,1.7006,8,0.4274,0.0,0.5391,0.4274,0.0335,0.5,0.337,1.0,0.0,358,5,1510.0
12,0.3689,0.6121,0.1518,11,0.8172,14.2463,1.0585,3,0.4569,0.0,0.5431,0.4569,0.1032,0.8333,0.1232,1.0,0.0,348,5,1515.0
12,0.3779,1.4246,0.3495,11,0.9339,15.1807,1.141,4,0.1868,0.0,0.8132,0.1868,0.014,0.75,0.2603,1.0,0.0,348,5,1520.0
8,0.5562,2.0904,0.5992,7,0.8181,19.4466,0.9826,6,0.0,0.0,0.9599,0.0,0.0214,0.75,0.2327,1.0,0.0,324,5,1525.0
8,0.3752,1.6812,0.506,7,1.1148,21.3033,2.5213,16,0.0402,0.096,0.7864,0.1362,0.0142,0.375,0.3481,1.0,0.0,323,5,1530.0
4,0.9582,3.1607,1.2784,3,0.6412,19.165,1.6809,13,0.0,0.0559,0.8912,0.0559,0.2575,0.25,0.1177,1.0,0.0,340,5,1535.0
9,0.4047,1.1645,0.329,8,1.7425,22.962,2.6005,15,0.009,0.0,0.9217,0.009,0.0657,0.5556,0.6204,1.0,0.0,332,5,1540.0
13,0.2407,0.5993,0.128,12,1.6299,17.6339,3.3593,16,0.0,0.0,0.7595,0.0,0.1457,0.5385,0.6944,1.0,0.0,341,5,1545.0
