Timestamp,SystemStatus,Left_Confidence,Left_WorldPos_X,Left_WorldPos_Y,Left_WorldPos_Z,Left_WorldDir_X,Left_WorldDir_Y,Left_WorldDir_Z,Left_ViewportX,Left_ViewportY,Right_Confidence,Right_WorldPos_X,Right_WorldPos_Y,Right_WorldPos_Z,Right_WorldDir_X,Right_WorldDir_Y,Right_WorldDir_Z,Right_ViewportX,Right_ViewportY,Head_Pos_X,Head_Pos_Y,Head_Pos_Z,Head_Rot_X,Head_Rot_Y,Head_Rot_Z,LeftHand_Pos_X,LeftHand_Pos_Y,LeftHand_Pos_Z,LeftHand_Rot_X,LeftHand_Rot_Y,LeftHand_Rot_Z,RightHand_Pos_X,RightHand_Pos_Y,RightHand_Pos_Z,RightHand_Rot_X,RightHand_Rot_Y,RightHand_Rot_Z,LeftHand_Action,RightHand_Action,LeftGrab_Object,RightGrab_Object,Cyclo_Pos_X,Cyclo_Pos_Y,Cyclo_Pos_Z,Cyclo_Dir_X,Cyclo_Dir_Y,Cyclo_Dir_Z,Cyclo_ViewportX,Cyclo_ViewportY,GazeTarget_ObjectName,GazeTarget_SceneName
2025-06-30T21:25:13.5092540Z,NO_TRACKING
